user_genome	original_user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
ANG_494	Acidobacteria_ANG_494	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__											d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__	ANI		GCA_003224525.1, s__UBA7541 sp003224525, 95.0, 82.54, 0.6; GCA_003225315.1, s__UBA7541 sp003225315, 95.0, 81.53, 0.63; GCA_003225295.1, s__UBA7541 sp003225295, 95.0, 81.52, 0.62; GCA_001914785.1, s__UBA7541 sp001914785, 95.0, 81.43, 0.56; GCA_001917435.1, s__UBA7541 sp001917435, 95.0, 81.28, 0.59; GCA_001919715.1, s__UBA7541 sp001919715, 95.0, 80.98, 0.5; GCA_003224055.1, s__UBA7541 sp003224055, 95.0, 79.6, 0.45; GCA_003224075.1, s__UBA7541 sp003224075, 95.0, 79.25, 0.53; GCA_003224145.1, s__UBA7541 sp003224145, 95.0, 79.11, 0.4; GCA_013289835.1, s__UBA7541 sp013289835, 95.0, 79.05, 0.4; GCA_013289585.1, s__UBA7541 sp013289585, 95.0, 79.04, 0.4; GCA_003223215.1, s__UBA7541 sp003223215, 95.0, 78.24, 0.27; GCA_003223295.1, s__UBA7541 sp003223295, 95.0, 78.21, 0.3; GCA_003224085.1, s__UBA7541 sp003224085, 95.0, 77.88, 0.26; GCA_003223255.1, s__UBA7541 sp003223255, 95.0, 77.66, 0.26; GCA_003224105.1, s__UBA7541 sp003224105, 95.0, 77.63, 0.26; GCA_013289955.1, s__UBA7541 sp013289955, 95.0, 77.57, 0.23; GCA_003223245.1, s__UBA7541 sp003223245, 95.0, 77.55, 0.23	87.31	11	0.967801104	
ANG_542	Acidobacteria_ANG_542	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Gp1-AA122;s__						GCA_003225055.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Gp1-AA122;s__Gp1-AA122 sp003225055	83.78	0.63	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__;s__	taxonomic classification defined by topology and ANI			91.78	11	0.963102829	
ANG_546	Acidobacteria_ANG_546	d__Bacteria;p__Acidobacteriota;c__Mor1;o__Gp22-AA2;f__Gp22-AA2;g__QHXZ01;s__						GCA_003223165.1	95.0	d__Bacteria;p__Acidobacteriota;c__Mor1;o__Gp22-AA2;f__Gp22-AA2;g__QHXZ01;s__QHXZ01 sp003223165	80.27	0.61	d__Bacteria;p__Acidobacteriota;c__Mor1;o__Gp22-AA2;f__Gp22-AA2;g__;s__	taxonomic classification defined by topology and ANI			90.99	11	0.864821699	
ANG_59	Acidobacteria_ANG_59	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Gp1-AA145;s__						GCA_003224835.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Gp1-AA145;s__Gp1-AA145 sp003224835			d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Gp1-AA145;s__	taxonomic classification defined by topology and ANI		GCA_003224755.1, s__Gp1-AA145 sp003224755, 95.0, 77.62, 0.2; GCA_003224785.1, s__Gp1-AA145 sp003224785, 95.0, 77.22, 0.23	90.29	11	0.959148637	
ANG_591	Acidobacteria_ANG_591	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__;s__											d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__;s__	taxonomic novelty determined using RED			79.93	11	0.919711174	
ANG_593	Acidobacteria_ANG_593	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__;s__											d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__;s__	taxonomic novelty determined using RED			90.83	11	0.914132482	
ANG_597	Acidobacteria_ANG_597	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__Gp7-AA6;g__;s__						GCA_003222385.1	95.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__Gp7-AA6;g__Gp7-AA6;s__Gp7-AA6 sp003222385	77.56	0.24	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__;g__;s__	taxonomic classification defined by topology and ANI			86.06	11	0.838393069	
ANG_72	Acidobacteria_ANG_72	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__JACDCK01;s__											d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__;s__	taxonomic novelty determined using RED			87.61	11	0.934103287	
ANG_77	Acidobacteria_ANG_77	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__						GCA_003224135.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__UBA7541 sp003224135	91.17	0.89	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__	taxonomic classification defined by topology and ANI			91.28	11	0.983900413	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
ANG_811	Acidobacteria_ANG_811	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__Gp7-AA6;g__Gp7-AA6;s__						GCA_003222385.1	95.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__Gp7-AA6;g__Gp7-AA6;s__Gp7-AA6 sp003222385	82.76	0.79	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__;g__;s__	taxonomic classification defined by topology and ANI			80.84	11	0.942707407	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
ANG_812	Acidobacteria_ANG_812	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__Gp7-AA6;g__Gp7-AA6;s__						GCA_003222385.1	95.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__Gp7-AA6;g__Gp7-AA6;s__Gp7-AA6 sp003222385	85.15	0.78	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__;g__;s__	taxonomic classification defined by topology and ANI			93.05	11	0.954406654	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
ANG_814	Acidobacteria_ANG_814	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__UBA11740;s__						GCA_003168335.1	95.0	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__UBA11740;s__UBA11740 sp003168335	79.49	0.5	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__UBA11740;s__	taxonomic classification defined by topology and ANI		GCA_003487805.1, s__UBA11740 sp003487805, 95.0, 77.41, 0.18; GCA_003222855.1, s__UBA11740 sp003222855, 95.0, 77.16, 0.24; GCA_003222895.1, s__UBA11740 sp003222895, 95.0, 77.12, 0.23	93.87	11	0.963098157	
ANG_93	Acidobacteria_ANG_93	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Gp1-AA133;s__Gp1-AA133 sp003225465	GCA_003225465.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Gp1-AA133;s__Gp1-AA133 sp003225465	98.93	0.89	GCA_003225465.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Gp1-AA133;s__Gp1-AA133 sp003225465	98.93	0.89	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Gp1-AA133;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003224995.1, s__Gp1-AA133 sp003224995, 95.0, 79.15, 0.42	84.73	11		
ANG_96	Acidobacteria_ANG_96	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__TOLSYN;s__						GCA_903832295.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__TOLSYN;s__TOLSYN sp903832295	79.16	0.31	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__TOLSYN;s__	taxonomic classification defined by topology and ANI		GCA_003010405.1, s__TOLSYN sp003010405, 95.0, 78.02, 0.33; GCA_903851035.1, s__TOLSYN sp903851035, 95.0, 77.4, 0.27	91.44	11	0.965852143	
gp13_AA74	Acidobacteria_gp13_AA74	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7540;f__UBA7540;g__Gp13-AA74;s__Gp13-AA74 sp003225365	GCA_003225365.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7540;f__UBA7540;g__Gp13-AA74;s__Gp13-AA74 sp003225365	99.98	0.98	GCA_003225365.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7540;f__UBA7540;g__Gp13-AA74;s__Gp13-AA74 sp003225365	99.98	0.98	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7540;f__UBA7540;g__Gp13-AA74;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003224695.1, s__Gp13-AA74 sp003224695, 95.0, 78.55, 0.44	89.44	11		
gp1_AA114	Acidobacteria_gp1_AA114	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Gp1-AA112;g__Gp1-AA112;s__Gp1-AA112 sp003225175	GCA_003225175.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Gp1-AA112;g__Gp1-AA112;s__Gp1-AA112 sp003225175	99.99	0.99	GCA_003225175.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Gp1-AA112;g__Gp1-AA112;s__Gp1-AA112 sp003225175	99.99	0.99	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Gp1-AA112;g__Gp1-AA112;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003225215.1, s__Gp1-AA112 sp003225215, 95.0, 81.87, 0.64	90.01	11		
gp1_AA121	Acidobacteria_gp1_AA121	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Gp1-AA122;s__Gp1-AA122 sp003225055	GCA_003225055.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Gp1-AA122;s__Gp1-AA122 sp003225055	99.99	1.0	GCA_003225055.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Gp1-AA122;s__Gp1-AA122 sp003225055	99.99	1.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments		90.75	11		
gp1_AA128	Acidobacteria_gp1_AA128	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Sulfotelmatobacter;s__Sulfotelmatobacter sp003225005	GCA_003225005.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Sulfotelmatobacter;s__Sulfotelmatobacter sp003225005	99.97	0.97	GCA_003225005.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Sulfotelmatobacter;s__Sulfotelmatobacter sp003225005	99.97	0.97	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Sulfotelmatobacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003225555.1, s__Sulfotelmatobacter sp003225555, 95.0, 78.59, 0.25; GCA_003138975.1, s__Sulfotelmatobacter sp003138975, 95.0, 78.05, 0.24; GCA_003136335.1, s__Sulfotelmatobacter sp003136335, 95.0, 77.89, 0.13; GCA_003131585.1, s__Sulfotelmatobacter sp003131585, 95.0, 77.7, 0.27; GCA_003156805.1, s__Sulfotelmatobacter sp003156805, 95.0, 77.49, 0.22; GCA_003168355.1, s__Sulfotelmatobacter sp003168355, 95.0, 77.45, 0.21; GCA_013289765.1, s__Sulfotelmatobacter sp013289765, 95.0, 77.31, 0.13; GCA_003140075.1, s__Sulfotelmatobacter sp003140075, 95.0, 77.28, 0.15; GCF_900290255.1, s__Sulfotelmatobacter kueseliae, 95.0, 77.28, 0.15	91.17	11		
gp1_AA141	Acidobacteria_gp1_AA141	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__QIAA01;s__QIAA01 sp003224905	GCA_003224905.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__QIAA01;s__QIAA01 sp003224905	99.99	1.0	GCA_003224905.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__QIAA01;s__QIAA01 sp003224905	99.99	1.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments		88.56	11		
ANG_7	Acidobacteria_gp1_ANG_7	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Gp1-AA117;g__Gp1-AA17;s__											d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Gp1-AA117;g__Gp1-AA17;s__	taxonomic classification fully defined by topology			93.23	11	0.913143066	
gp22_AA4	Acidobacteria_gp22_AA4	d__Bacteria;p__Acidobacteriota;c__Mor1;o__Gp22-AA2;f__Gp22-AA2;g__Gp22-AA3;s__Gp22-AA3 sp003223135	GCA_003223135.1	95.0	d__Bacteria;p__Acidobacteriota;c__Mor1;o__Gp22-AA2;f__Gp22-AA2;g__Gp22-AA3;s__Gp22-AA3 sp003223135	99.98	0.98	GCA_003223135.1	95.0	d__Bacteria;p__Acidobacteriota;c__Mor1;o__Gp22-AA2;f__Gp22-AA2;g__Gp22-AA3;s__Gp22-AA3 sp003223135	99.98	0.98	d__Bacteria;p__Acidobacteriota;c__Mor1;o__Gp22-AA2;f__Gp22-AA2;g__Gp22-AA3;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003223145.1, s__Gp22-AA3 sp003223145, 95.0, 80.39, 0.57	83.18	11		
gp2_AA100	Acidobacteria_gp2_AA100	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__UBA7541 sp003225315	GCA_003225315.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__UBA7541 sp003225315	100.0	1.0	GCA_003225315.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__UBA7541 sp003225315	100.0	1.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_001914785.1, s__UBA7541 sp001914785, 95.0, 94.29, 0.84; GCA_001917435.1, s__UBA7541 sp001917435, 95.0, 85.15, 0.75; GCA_003224525.1, s__UBA7541 sp003224525, 95.0, 81.37, 0.59; GCA_003225295.1, s__UBA7541 sp003225295, 95.0, 80.47, 0.59; GCA_001919715.1, s__UBA7541 sp001919715, 95.0, 79.9, 0.48; GCA_013289835.1, s__UBA7541 sp013289835, 95.0, 79.05, 0.4; GCA_003224075.1, s__UBA7541 sp003224075, 95.0, 79.01, 0.54; GCA_003224055.1, s__UBA7541 sp003224055, 95.0, 78.96, 0.44; GCA_013289585.1, s__UBA7541 sp013289585, 95.0, 78.92, 0.36; GCA_003224145.1, s__UBA7541 sp003224145, 95.0, 78.53, 0.36; GCA_003223295.1, s__UBA7541 sp003223295, 95.0, 78.34, 0.31; GCA_003223215.1, s__UBA7541 sp003223215, 95.0, 78.21, 0.29; GCA_003223255.1, s__UBA7541 sp003223255, 95.0, 77.94, 0.27; GCA_003224105.1, s__UBA7541 sp003224105, 95.0, 77.94, 0.27; GCA_003224085.1, s__UBA7541 sp003224085, 95.0, 77.92, 0.27; GCA_003223245.1, s__UBA7541 sp003223245, 95.0, 77.65, 0.25; GCA_013289955.1, s__UBA7541 sp013289955, 95.0, 77.62, 0.21	93.27	11		
gp2_AA102	Acidobacteria_gp2_AA102	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__UBA7541 sp003224525	GCA_003224525.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__UBA7541 sp003224525	99.98	0.99	GCA_003224525.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__UBA7541 sp003224525	99.98	0.99	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003225295.1, s__UBA7541 sp003225295, 95.0, 84.9, 0.68; GCA_001919715.1, s__UBA7541 sp001919715, 95.0, 83.91, 0.67; GCA_003225315.1, s__UBA7541 sp003225315, 95.0, 81.37, 0.59; GCA_001914785.1, s__UBA7541 sp001914785, 95.0, 81.35, 0.56; GCA_001917435.1, s__UBA7541 sp001917435, 95.0, 81.15, 0.6; GCA_003224055.1, s__UBA7541 sp003224055, 95.0, 79.89, 0.49; GCA_003224075.1, s__UBA7541 sp003224075, 95.0, 79.69, 0.56; GCA_003223215.1, s__UBA7541 sp003223215, 95.0, 79.48, 0.3; GCA_013289585.1, s__UBA7541 sp013289585, 95.0, 79.45, 0.43; GCA_013289835.1, s__UBA7541 sp013289835, 95.0, 79.38, 0.42; GCA_003224145.1, s__UBA7541 sp003224145, 95.0, 78.67, 0.38; GCA_003223295.1, s__UBA7541 sp003223295, 95.0, 78.59, 0.3; GCA_003224085.1, s__UBA7541 sp003224085, 95.0, 78.5, 0.28; GCA_003223255.1, s__UBA7541 sp003223255, 95.0, 78.32, 0.28; GCA_003223245.1, s__UBA7541 sp003223245, 95.0, 78.11, 0.23; GCA_013289825.1, s__UBA7541 sp013289825, 95.0, 78.01, 0.22; GCA_003224105.1, s__UBA7541 sp003224105, 95.0, 77.93, 0.25; GCA_013289955.1, s__UBA7541 sp013289955, 95.0, 77.71, 0.19	89.12	11		
gp2_AA80	Acidobacteria_gp2_AA80	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__QHYU01;s__QHYU01 sp003224235	GCA_003224235.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__QHYU01;s__QHYU01 sp003224235	99.98	0.99	GCA_003224235.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__QHYU01;s__QHYU01 sp003224235	99.98	0.99	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments		90.87	11		
gp2_AA82	Acidobacteria_gp2_AA82	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__Palsa-189;s__Palsa-189 sp003223325	GCA_003223325.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__Palsa-189;s__Palsa-189 sp003223325	99.99	0.98	GCA_003223325.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__Palsa-189;s__Palsa-189 sp003223325	99.99	0.98	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__Palsa-189;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003224175.1, s__Palsa-189 sp003224175, 95.0, 87.35, 0.71; GCA_003223315.1, s__Palsa-189 sp003223315, 95.0, 82.9, 0.7	92.42	11		
gp2_AA88	Acidobacteria_gp2_AA88	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__UBA7541 sp003223295	GCA_003223295.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__UBA7541 sp003223295	99.98	0.98	GCA_003223295.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__UBA7541 sp003223295	99.98	0.98	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003224105.1, s__UBA7541 sp003224105, 95.0, 80.7, 0.6; GCA_003223255.1, s__UBA7541 sp003223255, 95.0, 80.43, 0.56; GCA_003223215.1, s__UBA7541 sp003223215, 95.0, 80.27, 0.57; GCA_003224085.1, s__UBA7541 sp003224085, 95.0, 80.2, 0.52; GCA_003223245.1, s__UBA7541 sp003223245, 95.0, 79.85, 0.48; GCA_003224145.1, s__UBA7541 sp003224145, 95.0, 79.34, 0.49; GCA_003224525.1, s__UBA7541 sp003224525, 95.0, 78.68, 0.29; GCA_003225295.1, s__UBA7541 sp003225295, 95.0, 78.38, 0.3; GCA_001914785.1, s__UBA7541 sp001914785, 95.0, 78.34, 0.3; GCA_003225315.1, s__UBA7541 sp003225315, 95.0, 78.3, 0.31; GCA_001917435.1, s__UBA7541 sp001917435, 95.0, 78.23, 0.34; GCA_003224055.1, s__UBA7541 sp003224055, 95.0, 77.95, 0.31; GCA_003224075.1, s__UBA7541 sp003224075, 95.0, 77.92, 0.37; GCA_013289835.1, s__UBA7541 sp013289835, 95.0, 77.92, 0.28; GCA_013289585.1, s__UBA7541 sp013289585, 95.0, 77.84, 0.27; GCA_001919715.1, s__UBA7541 sp001919715, 95.0, 77.53, 0.26	87.12	11		
gp2_AA90	Acidobacteria_gp2_AA90	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__UBA7541 sp003224085	GCA_003224085.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__UBA7541 sp003224085	99.99	0.99	GCA_003224085.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__UBA7541 sp003224085	99.99	0.99	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003223215.1, s__UBA7541 sp003223215, 95.0, 81.27, 0.55; GCA_003223255.1, s__UBA7541 sp003223255, 95.0, 81.11, 0.56; GCA_003223245.1, s__UBA7541 sp003223245, 95.0, 80.77, 0.54; GCA_003223295.1, s__UBA7541 sp003223295, 95.0, 80.12, 0.54; GCA_003224105.1, s__UBA7541 sp003224105, 95.0, 80.02, 0.55; GCA_003225295.1, s__UBA7541 sp003225295, 95.0, 78.96, 0.26; GCA_003224145.1, s__UBA7541 sp003224145, 95.0, 78.43, 0.4; GCA_003224525.1, s__UBA7541 sp003224525, 95.0, 78.34, 0.28; GCA_003225315.1, s__UBA7541 sp003225315, 95.0, 77.92, 0.27; GCA_001914785.1, s__UBA7541 sp001914785, 95.0, 77.89, 0.28; GCA_013289585.1, s__UBA7541 sp013289585, 95.0, 77.88, 0.25; GCA_001919715.1, s__UBA7541 sp001919715, 95.0, 77.86, 0.24; GCA_001917435.1, s__UBA7541 sp001917435, 95.0, 77.81, 0.28; GCA_003224055.1, s__UBA7541 sp003224055, 95.0, 77.74, 0.28; GCA_013289835.1, s__UBA7541 sp013289835, 95.0, 77.73, 0.25; GCA_003224075.1, s__UBA7541 sp003224075, 95.0, 77.55, 0.3	93.15	11		
gp2_AA92	Acidobacteria_gp2_AA92	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__UBA7541 sp003223245	GCA_003223245.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__UBA7541 sp003223245	100.0	0.99	GCA_003223245.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__UBA7541 sp003223245	100.0	0.99	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003223255.1, s__UBA7541 sp003223255, 95.0, 81.49, 0.58; GCA_003223215.1, s__UBA7541 sp003223215, 95.0, 81.06, 0.62; GCA_003224085.1, s__UBA7541 sp003224085, 95.0, 80.92, 0.53; GCA_003223295.1, s__UBA7541 sp003223295, 95.0, 79.86, 0.49; GCA_003224105.1, s__UBA7541 sp003224105, 95.0, 79.61, 0.54; GCA_003225295.1, s__UBA7541 sp003225295, 95.0, 78.81, 0.23; GCA_003224145.1, s__UBA7541 sp003224145, 95.0, 78.33, 0.39; GCA_003224525.1, s__UBA7541 sp003224525, 95.0, 78.02, 0.23; GCA_003225315.1, s__UBA7541 sp003225315, 95.0, 77.68, 0.26; GCA_003224075.1, s__UBA7541 sp003224075, 95.0, 77.63, 0.28; GCA_013289835.1, s__UBA7541 sp013289835, 95.0, 77.61, 0.23; GCA_003224055.1, s__UBA7541 sp003224055, 95.0, 77.45, 0.26; GCA_001919715.1, s__UBA7541 sp001919715, 95.0, 77.37, 0.21; GCA_001917435.1, s__UBA7541 sp001917435, 95.0, 77.36, 0.26; GCA_013289585.1, s__UBA7541 sp013289585, 95.0, 77.28, 0.22; GCA_001914785.1, s__UBA7541 sp001914785, 95.0, 77.26, 0.25	90.49	11		
