user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
GCA_016700115.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__UBA2359;g__UBA2359;s__						GCA_002345145.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__UBA2359;g__UBA2359;s__UBA2359 sp002345145	76.48	0.12	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__UBA2359;g__UBA2359;s__	taxonomic classification defined by topology and ANI		GCF_002212725.1, s__UBA2359 sp002212725, 95.0, 76.99, 0.09; GCF_002212985.1, s__UBA2359 sp002212985, 95.0, 75.87, 0.09	96.43	11	0.917544363	
GCA_016700135.1	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1406;f__GWC2-37-13;g__UBA1450;s__						GCA_002329205.1	95.0	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1406;f__GWC2-37-13;g__UBA1450;s__UBA1450 sp002329205	79.2	0.34	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1406;f__GWC2-37-13;g__UBA1450;s__	taxonomic classification defined by topology and ANI		GCA_001789555.1, s__UBA1450 sp001789555, 95.0, 76.65, 0.03; GCA_002792315.1, s__UBA1450 sp002792315, 95.0, 75.93, 0.04; GCA_000990445.1, s__UBA1450 sp000990445, 95.0, 75.63, 0.05; GCA_002796045.1, s__UBA1450 sp002796045, 95.0, 75.51, 0.04; GCA_002788865.1, s__UBA1450 sp002788865, 95.0, 75.16, 0.05	65.12	11	0.962771488	
GCA_016700155.1	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__;s__											d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__;s__	taxonomic classification fully defined by topology			97.2	11	0.804753236	
GCA_016700175.1	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__QQUY01;s__						GCA_003385635.1	95.0	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__QQUY01;s__QQUY01 sp003385635	77.72	0.34	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__QQUY01;s__	taxonomic classification defined by topology and ANI		GCA_013003215.1, s__QQUY01 sp013003215, 95.0, 76.06, 0.05; GCA_013003295.1, s__QQUY01 sp013003295, 95.0, 75.35, 0.03	93.94	11	0.952821731	
GCA_016700195.1	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__RBC074;f__RBC074;g__;s__											d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__;f__;g__;s__	taxonomic novelty determined using RED			96.41	11	0.78573868	
GCA_016700315.1	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__SZUA-47;g__SZUA-47;s__						GCA_003231925.1	95.0	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__SZUA-47;g__SZUA-47;s__SZUA-47 sp003231925	77.58	0.03	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__SZUA-47;g__;s__	taxonomic classification defined by topology and ANI			74.03	11	0.864596613	
GCA_016700335.1	d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__OLB7;f__OLB7;g__;s__						GCA_001567195.1	95.0	d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__OLB7;f__OLB7;g__OLB7;s__OLB7 sp001567195	79.11	0.01	d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__;f__;g__;s__	taxonomic classification defined by topology and ANI			96.43	11	0.743967309	
GCA_016700355.1	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__Saccharimonas aalborgensis	GCF_000392435.1	95.0	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__Saccharimonas aalborgensis	99.76	0.99	GCF_000392435.1	95.0	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__Saccharimonas aalborgensis	99.76	0.99	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002299795.1, s__Saccharimonas sp002299795, 95.0, 78.63, 0.14; GCF_010202265.1, s__Saccharimonas sp010202265, 95.0, 78.1, 0.09; GCA_013333645.2, s__Saccharimonas sp013333645, 95.0, 78.05, 0.04; GCA_002421785.1, s__Saccharimonas sp002421785, 95.0, 77.55, 0.12; GCA_002441145.1, s__Saccharimonas sp002441145, 95.0, 77.41, 0.09; GCA_013333675.2, s__Saccharimonas sp013333675, 95.0, 77.38, 0.05; GCA_002337095.1, s__Saccharimonas sp002337095, 95.0, 77.28, 0.06; GCA_002336935.1, s__Saccharimonas sp002336935, 95.0, 76.89, 0.09; GCA_013333625.2, s__Saccharimonas sp013333625, 95.0, 76.72, 0.08; GCA_013333795.2, s__Saccharimonas sp013333795, 95.0, 76.18, 0.05; GCA_013333845.2, s__Saccharimonas sp013333845, 95.0, 75.89, 0.09; GCA_002336735.1, s__Saccharimonas sp002336735, 95.0, 75.82, 0.06	76.3	11		
GCA_016700375.1	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__GCA-2746885;s__						GCA_002746885.1	95.0	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__GCA-2746885;s__GCA-2746885 sp002746885	77.09	0.2	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__;s__	taxonomic classification defined by topology and ANI			74.79	11	0.933992744	
GCA_016700395.1	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__Saccharimonas aalborgensis	GCF_000392435.1	95.0	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__Saccharimonas aalborgensis	99.25	0.96	GCF_000392435.1	95.0	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__Saccharimonas aalborgensis	99.25	0.96	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002299795.1, s__Saccharimonas sp002299795, 95.0, 78.8, 0.14; GCF_010202265.1, s__Saccharimonas sp010202265, 95.0, 78.18, 0.1; GCA_002337095.1, s__Saccharimonas sp002337095, 95.0, 77.87, 0.06; GCA_013333645.2, s__Saccharimonas sp013333645, 95.0, 77.27, 0.05; GCA_002441145.1, s__Saccharimonas sp002441145, 95.0, 77.14, 0.08; GCA_002336935.1, s__Saccharimonas sp002336935, 95.0, 77.03, 0.1; GCA_002421785.1, s__Saccharimonas sp002421785, 95.0, 76.94, 0.13; GCA_013333675.2, s__Saccharimonas sp013333675, 95.0, 76.82, 0.06; GCA_013333625.2, s__Saccharimonas sp013333625, 95.0, 76.76, 0.07; GCA_013333795.2, s__Saccharimonas sp013333795, 95.0, 76.32, 0.05; GCA_002336735.1, s__Saccharimonas sp002336735, 95.0, 75.9, 0.06; GCA_013333845.2, s__Saccharimonas sp013333845, 95.0, 75.6, 0.09	74.37	11		
GCA_016700415.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__PHOS-HE28 sp002396605	GCA_002396605.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__PHOS-HE28 sp002396605	99.69	0.97	GCA_002396605.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__PHOS-HE28 sp002396605	99.69	0.97	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_013360395.1, s__PHOS-HE28 sp013360395, 95.0, 78.79, 0.33; GCA_014584605.1, s__PHOS-HE28 sp014584605, 95.0, 78.52, 0.32; GCA_002342985.1, s__PHOS-HE28 sp002342985, 95.0, 78.31, 0.28; GCA_008016945.1, s__PHOS-HE28 sp008016945, 95.0, 77.98, 0.22; GCA_902826215.1, s__PHOS-HE28 sp902826215, 95.0, 77.9, 0.22; GCA_002360495.1, s__PHOS-HE28 sp002360495, 95.0, 77.87, 0.22; GCA_002482775.1, s__PHOS-HE28 sp002482775, 95.0, 77.77, 0.25; GCA_902825795.1, s__PHOS-HE28 sp902825795, 95.0, 77.52, 0.18	97.32	11		
GCA_016702305.1	d__Bacteria;p__AABM5-125-24;c__RPQS01;o__RPQS01;f__RPQS01;g__JABWCQ01;s__						GCA_013360195.1	95.0	d__Bacteria;p__AABM5-125-24;c__RPQS01;o__RPQS01;f__RPQS01;g__JABWCQ01;s__JABWCQ01 sp013360195	77.75	0.22	d__Bacteria;p__AABM5-125-24;c__RPQS01;o__RPQS01;f__RPQS01;g__;s__	taxonomic classification defined by topology and ANI			93.47	11	0.917194979	
GCA_016702315.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__						GCA_902826215.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__PHOS-HE28 sp902826215	80.43	0.48	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__	taxonomic classification defined by topology and ANI		GCA_002482775.1, s__PHOS-HE28 sp002482775, 95.0, 78.74, 0.35; GCA_002360495.1, s__PHOS-HE28 sp002360495, 95.0, 78.5, 0.32; GCA_008016945.1, s__PHOS-HE28 sp008016945, 95.0, 78.49, 0.29; GCA_014584605.1, s__PHOS-HE28 sp014584605, 95.0, 77.95, 0.21; GCA_013360395.1, s__PHOS-HE28 sp013360395, 95.0, 77.85, 0.23; GCA_002342985.1, s__PHOS-HE28 sp002342985, 95.0, 77.78, 0.24; GCA_902825795.1, s__PHOS-HE28 sp902825795, 95.0, 77.65, 0.18; GCA_002396605.1, s__PHOS-HE28 sp002396605, 95.0, 77.59, 0.2	93.65	11	0.988540762	
GCA_016702325.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__;s__											d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__;s__	taxonomic novelty determined using RED			95.89	11	0.872486699	
GCA_016702335.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__;s__											d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__;s__	taxonomic classification fully defined by topology			96.57	11	0.873978882	
GCA_016702345.1	d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__LZORAL124-64-63;f__LZORAL124-64-63;g__PNOJ01;s__						GCA_013824755.1	95.0	d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__LZORAL124-64-63;f__LZORAL124-64-63;g__PNOJ01;s__PNOJ01 sp013824755	92.46	0.97	d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__LZORAL124-64-63;f__LZORAL124-64-63;g__;s__	taxonomic classification defined by topology and ANI			90.13	11	0.98322479	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GCA_016702405.1	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__F11;f__FEN-1173;g__;s__						GCA_003158755.1	95.0	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__F11;f__FEN-1173;g__FEN-1173;s__FEN-1173 sp003158755	76.4	0.07	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__F11;f__;g__;s__	taxonomic classification defined by topology and ANI			89.18	11	0.792696086	
GCA_016702415.1	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Tetrasphaera_A;s__						GCF_001046875.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Tetrasphaera_A;s__Tetrasphaera_A jenkinsii	79.75	0.46	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Tetrasphaera_A;s__	taxonomic classification defined by topology and ANI		GCF_001050535.1, s__Tetrasphaera_A australiensis, 95.0, 79.5, 0.42	96.53	11	0.953900262	
GCA_016702425.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__UBA2359;g__BJ6;s__BJ6 sp014584595	GCA_014584595.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__UBA2359;g__BJ6;s__BJ6 sp014584595	99.92	0.99	GCA_014584595.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__UBA2359;g__BJ6;s__BJ6 sp014584595	99.92	0.99	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__UBA2359;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments		96.68	11		
GCA_016702455.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__						GCA_900299495.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__AM-2324;s__AM-2324 sp900299495	75.24	0.01	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	taxonomic classification defined by topology and ANI			95.83	11	0.836181778	
GCA_016702475.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__PHOS-HE28 sp002396605	GCA_002396605.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__PHOS-HE28 sp002396605	99.63	0.98	GCA_002396605.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__PHOS-HE28 sp002396605	99.63	0.98	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_013360395.1, s__PHOS-HE28 sp013360395, 95.0, 78.67, 0.34; GCA_014584605.1, s__PHOS-HE28 sp014584605, 95.0, 78.49, 0.32; GCA_002342985.1, s__PHOS-HE28 sp002342985, 95.0, 78.39, 0.27; GCA_008016945.1, s__PHOS-HE28 sp008016945, 95.0, 77.91, 0.22; GCA_902826215.1, s__PHOS-HE28 sp902826215, 95.0, 77.87, 0.2; GCA_002360495.1, s__PHOS-HE28 sp002360495, 95.0, 77.82, 0.21; GCA_002482775.1, s__PHOS-HE28 sp002482775, 95.0, 77.78, 0.24; GCA_902825795.1, s__PHOS-HE28 sp902825795, 95.0, 77.55, 0.18	94.64	11		
GCA_016702505.1	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__JAAYBP01;g__JAAZBK01;s__						GCA_012513855.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__JAAYBP01;g__JAAZBK01;s__JAAZBK01 sp012513855	79.71	0.42	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__JAAYBP01;g__;s__	taxonomic classification defined by topology and ANI			88.09	11	0.91765565	
GCA_016702515.1	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__B-1AR;g__UBA2330;s__						GCA_002344965.1	95.0	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__B-1AR;g__UBA2330;s__UBA2330 sp002344965	76.13	0.1	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__B-1AR;g__;s__	taxonomic classification defined by topology and ANI			87.0	11	0.852783229	
GCA_016702545.1	d__Bacteria;p__Myxococcota;c__Polyangia;o__GCA-2747355;f__GCA-2747355;g__;s__						GCA_002747355.1	95.0	d__Bacteria;p__Myxococcota;c__Polyangia;o__GCA-2747355;f__GCA-2747355;g__GCA-2747355;s__GCA-2747355 sp002747355	76.84	0.22	d__Bacteria;p__Myxococcota;c__Polyangia;o__;f__;g__;s__	taxonomic classification defined by topology and ANI			84.02	11	0.741733915	
GCA_016702555.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ottowia;s__						GCA_001897615.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ottowia;s__Ottowia sp001897615	84.52	0.65	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ottowia;s__	taxonomic classification defined by topology and ANI		GCF_013423955.1, s__Ottowia beijingensis, 95.0, 86.23, 0.69; GCF_008017535.1, s__Ottowia sp008017535, 95.0, 82.9, 0.62; GCF_003008535.1, s__Ottowia oryzae, 95.0, 82.2, 0.59; GCA_009778355.1, s__Ottowia sp009778355, 95.0, 81.61, 0.51; GCF_003859965.1, s__Ottowia sp003859965, 95.0, 81.53, 0.56; GCF_001262075.1, s__Ottowia sp001262075, 95.0, 78.82, 0.38; GCA_004299095.1, s__Ottowia sp004299095, 95.0, 78.55, 0.41; GCF_000422885.1, s__Ottowia thiooxydans, 95.0, 77.78, 0.3; GCA_900320815.1, s__Ottowia sp900320815, 95.0, 77.19, 0.3	94.24	11	0.974849578	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GCA_016702565.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__						GCA_002360455.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__UBA3362 sp002360455	76.3	0.04	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__	taxonomic classification defined by topology and ANI		GCA_013140975.1, s__UBA3362 sp013140975, 95.0, 76.46, 0.06	96.25	11	0.906488343	
GCA_016702605.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__											d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	taxonomic classification fully defined by topology			91.15	11	0.93336644	
GCA_016702615.1	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Kineosporiaceae;g__R-H-3;s__											d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Kineosporiaceae;g__;s__	taxonomic novelty determined using RED			93.25	11	0.883005116	
GCA_016702645.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__						GCA_002342985.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__PHOS-HE28 sp002342985	78.98	0.4	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__	taxonomic classification defined by topology and ANI		GCA_902825795.1, s__PHOS-HE28 sp902825795, 95.0, 79.66, 0.28; GCA_002482775.1, s__PHOS-HE28 sp002482775, 95.0, 79.17, 0.35; GCA_013360395.1, s__PHOS-HE28 sp013360395, 95.0, 79.1, 0.33; GCA_902826215.1, s__PHOS-HE28 sp902826215, 95.0, 79.02, 0.32; GCA_002360495.1, s__PHOS-HE28 sp002360495, 95.0, 78.94, 0.34; GCA_014584605.1, s__PHOS-HE28 sp014584605, 95.0, 78.92, 0.29; GCA_008016945.1, s__PHOS-HE28 sp008016945, 95.0, 78.74, 0.3; GCA_002396605.1, s__PHOS-HE28 sp002396605, 95.0, 77.6, 0.24	80.96	11	0.950272607	
GCA_016702655.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhizobacter;s__						GCA_903830565.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhizobacter;s__Rhizobacter sp903830565	83.1	0.63	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhizobacter;s__	taxonomic classification defined by topology and ANI		GCF_001425865.1, s__Rhizobacter sp001425865, 95.0, 81.07, 0.46; GCF_000800095.1, s__Rhizobacter sp000800095, 95.0, 80.74, 0.46; GCF_012932665.1, s__Rhizobacter sp012932665, 95.0, 80.74, 0.47; GCF_000799605.1, s__Rhizobacter sp000799605, 95.0, 80.69, 0.47; GCF_001425825.1, s__Rhizobacter sp001425825, 95.0, 80.56, 0.46; GCA_001263235.1, s__Rhizobacter sp001263235, 95.0, 80.55, 0.44; GCA_005882155.1, s__Rhizobacter sp005882155, 95.0, 80.53, 0.5; GCF_900142965.1, s__Rhizobacter sp900142965, 95.0, 80.51, 0.46; GCF_012275445.1, s__Rhizobacter sp012275445, 95.0, 80.45, 0.46; GCF_013366375.1, s__Rhizobacter sp013366375, 95.0, 80.23, 0.41; GCA_003152055.1, s__Rhizobacter sp003152055, 95.0, 79.81, 0.37; GCF_003852895.1, s__Rhizobacter soli, 95.0, 79.53, 0.38; GCF_002116905.1, s__Rhizobacter gummiphilus, 95.0, 79.47, 0.39; GCF_000799305.1, s__Rhizobacter sp000799305, 95.0, 79.39, 0.4; GCA_002255905.1, s__Rhizobacter sp002255905, 95.0, 79.39, 0.41; GCA_903905475.1, s__Rhizobacter sp903905475, 95.0, 79.38, 0.48; GCA_001464195.1, s__Rhizobacter sp001464195, 95.0, 79.09, 0.42; GCF_001425785.1, s__Rhizobacter sp001425785, 95.0, 78.9, 0.36; GCA_002281415.1, s__Rhizobacter sp002281415, 95.0, 78.79, 0.4; GCA_014380155.1, s__Rhizobacter sp014380155, 95.0, 78.77, 0.36; GCF_903643055.1, s__Rhizobacter sp903643055, 95.0, 78.5, 0.26; GCA_014379885.1, s__Rhizobacter sp014379885, 95.0, 77.79, 0.31	95.0	11	0.978877209	
GCA_016702675.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__2013-40CM-41-45;g__;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__2013-40CM-41-45;g__;s__	taxonomic novelty determined using RED			82.15	11	0.869849027	
GCA_016702705.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__B-17BO;g__;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__B-17BO;g__;s__	taxonomic novelty determined using RED			87.1	11	0.840057435	
GCA_016702715.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__SCN-70-22;s__						GCA_001724275.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__SCN-70-22;s__SCN-70-22 sp001724275	81.6	0.62	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__SCN-70-22;s__	taxonomic classification defined by topology and ANI		GCA_014379705.1, s__SCN-70-22 sp014379705, 95.0, 77.54, 0.29; GCA_902826615.1, s__SCN-70-22 sp902826615, 95.0, 77.29, 0.21	92.63	11	0.945582058	
GCA_016702745.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__						GCA_002069045.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__JJ008 sp002069045	76.21	0.16	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__	taxonomic classification defined by topology and ANI		GCA_902826165.1, s__JJ008 sp902826165, 95.0, 77.26, 0.25; GCA_002352145.1, s__JJ008 sp002352145, 95.0, 77.2, 0.25; GCA_002400415.1, s__JJ008 sp002400415, 95.0, 77.2, 0.2; GCA_011331705.1, s__JJ008 sp011331705, 95.0, 77.19, 0.2; GCA_013140985.1, s__JJ008 sp013140985, 95.0, 76.96, 0.2; GCF_002127295.1, s__JJ008 sp002127295, 95.0, 76.64, 0.17; GCA_003489485.1, s__JJ008 sp003489485, 95.0, 76.55, 0.12; GCA_002378975.1, s__JJ008 sp002378975, 95.0, 76.44, 0.08; GCA_001464625.1, s__JJ008 sp001464625, 95.0, 76.44, 0.15; GCA_005791465.1, s__JJ008 sp005791465, 95.0, 76.43, 0.09; GCA_903879995.1, s__JJ008 sp903879995, 95.0, 76.41, 0.08; GCA_002342205.1, s__JJ008 sp002342205, 95.0, 76.26, 0.11; GCA_014190475.1, s__JJ008 sp014190475, 95.0, 76.21, 0.11; GCA_005789565.1, s__JJ008 sp005789565, 95.0, 75.89, 0.08	90.27	11	0.934074057	
