genome_id,source,Level,WGS,Chrs,BioSample,strain,organism,genus,species,closest_placement_reference
GCA_016714485.1,ncbi,Contig,JADKDS000000000,undefined,SAMN16426370,OdNW_18-Q3-R42-56_BATAC.478,Holophagaceae bacterium,Holophagaceae,bacterium,
GCA_016720465.1,ncbi,Contig,JADKKO000000000,undefined,SAMN16426555,Viby_18-Q3-R106-67_BAT3C.260,Holophagaceae bacterium,Holophagaceae,bacterium,
GCA_016721195.1,ncbi,Contig,JADKIO000000000,undefined,SAMN16426500,Skiv_18-Q3-R9-52_MAXAC.067,Holophagaceae bacterium,Holophagaceae,bacterium,
GCA_016710635.1,ncbi,Contig,JADJVL000000000,undefined,SAMN16426138,Hjor_18-Q3-R7-51_BATAC.136,Holophagaceae bacterium,Holophagaceae,bacterium,
GCA_016705945.1,ncbi,Contig,JADJKR000000000,undefined,SAMN16425835,EsbE_18-Q3-R3-47_MAXAC.007,Holophagaceae bacterium,Holophagaceae,bacterium,
GCA_016722505.1,ncbi,Contig,JADKJH000000000,undefined,SAMN16426520,Vibo_18-Q3-R45-57_BAT3C.161,Holophagaceae bacterium,Holophagaceae,bacterium,
GCA_016705025.1,ncbi,Contig,JADIYZ000000000,undefined,SAMN16425517,AalE_18-Q3-R2-46_MAXAC.019,Holophagales bacterium,Holophagales,bacterium,
GCA_016722225.1,ncbi,Contig,JADKGR000000000,undefined,SAMN16426449,Ribe_18-Q3-R11-54_MAXAC.077,Holophagales bacterium,Holophagales,bacterium,
GCA_016719485.1,ncbi,Contig,JADJZB000000000,undefined,SAMN16426245,Lyne_18-Q3-R50-59_MAXAC.015,Holophagales bacterium,Holophagales,bacterium,
GCA_016714815.1,ncbi,Contig,JADKBZ000000000,undefined,SAMN16426325,OdNE_18-Q3-R46-58_BATAC.193,Holophagales bacterium,Holophagales,bacterium,
GCA_016716705.1,ncbi,Contig,JADJVF000000000,undefined,SAMN16426132,Hjor_18-Q3-R7-51_BAT3C.239,Holophagales bacterium,Holophagales,bacterium,
GCA_016699405.1,ncbi,Complete genome,undefined,1,SAMN16425868,EsbW_18-Q3-R4-48_BAT3C.4_cln,Holophagales bacterium,Holophagales,bacterium,
GCA_016719465.1,ncbi,Contig,JADJYY000000000,undefined,SAMN16426242,Lyne_18-Q3-R50-59_BATAC.79,Hydrogenophilales bacterium,Hydrogenophilales,bacterium,
GCA_016703155.1,ncbi,Contig,JADJCP000000000,undefined,SAMN16425617,Aved_18-Q3-R54-62_BATAC.570,Hydrogenophilales bacterium,Hydrogenophilales,bacterium,
GCA_016716745.1,ncbi,Contig,JADJVD000000000,undefined,SAMN16426130,Hjor_18-Q3-R7-51_BAT3C.155,Hyphomicrobiales bacterium,Hyphomicrobiales,bacterium,
GCA_016713235.1,ncbi,Contig,JADJPN000000000,undefined,SAMN16425974,Fred_18-Q3-R57-64_BATAC.466,Hyphomicrobiales bacterium,Hyphomicrobiales,bacterium,
GCA_016710435.1,ncbi,Contig,JADJVV000000000,undefined,SAMN16426148,Hjor_18-Q3-R7-51_MAXAC.078,Hyphomicrobiales bacterium,Hyphomicrobiales,bacterium,
GCA_016716675.1,ncbi,Contig,JADJVG000000000,undefined,SAMN16426133,Hjor_18-Q3-R7-51_BAT3C.262,Hyphomicrobium sp.,Hyphomicrobium,sp.,
GCA_016714495.1,ncbi,Contig,JADKDU000000000,undefined,SAMN16426372,OdNW_18-Q3-R42-56_BATAC.488,Hyphomonadaceae bacterium,Hyphomonadaceae,bacterium,
GCA_016721465.1,ncbi,Contig,JADKIA000000000,undefined,SAMN16426486,Skiv_18-Q3-R9-52_BATAC.318,Ideonella sp.,Ideonella,sp.,
GCA_016720945.1,ncbi,Contig,JADKJQ000000000,undefined,SAMN16426529,Vibo_18-Q3-R45-57_BATAC.215,Ideonella sp.,Ideonella,sp.,
GCA_016702655.1,ncbi,Contig,JADJDO000000000,undefined,SAMN16425642,Aved_18-Q3-R54-62_MAXAC.186,Ideonella sp.,Ideonella,sp.,
GCA_016720835.1,ncbi,Contig,JADKJW000000000,undefined,SAMN16426536,Vibo_18-Q3-R45-57_BATAC.435,Ignavibacteria bacterium,Ignavibacteria,bacterium,
GCA_016721345.1,ncbi,Contig,JADKII000000000,undefined,SAMN16426494,Skiv_18-Q3-R9-52_MAXAC.018,Ignavibacteria bacterium,Ignavibacteria,bacterium,
GCA_016720145.1,ncbi,Contig,JADJXV000000000,undefined,SAMN16426211,Lyne_18-Q3-R50-59_BAT3C.229,Ignavibacteria bacterium,Ignavibacteria,bacterium,
GCA_016719845.1,ncbi,Contig,JADJYI000000000,undefined,SAMN16426225,Lyne_18-Q3-R50-59_BATAC.229,Ignavibacteria bacterium,Ignavibacteria,bacterium,
GCA_016722455.1,ncbi,Contig,JADKJJ000000000,undefined,SAMN16426522,Vibo_18-Q3-R45-57_BAT3C.26,Ignavibacteria bacterium,Ignavibacteria,bacterium,
GCA_016719565.1,ncbi,Contig,JADJYU000000000,undefined,SAMN16426238,Lyne_18-Q3-R50-59_BATAC.576,Ignavibacteria bacterium,Ignavibacteria,bacterium,
GCA_016718975.1,ncbi,Contig,JADKBA000000000,undefined,SAMN16426299,Mari_18-Q3-R65-66_MAXAC.025,Ignavibacteria bacterium,Ignavibacteria,bacterium,
GCA_016717015.1,ncbi,Contig,JADJUL000000000,undefined,SAMN16426109,Hirt_18-Q3-R61-65_BATAC.72,Ignavibacteria bacterium,Ignavibacteria,bacterium,
GCA_016716125.1,ncbi,Contig,JADJWZ000000000,undefined,SAMN16426180,Kalu_18-Q3-R12-55_BATAC.336,Ignavibacteria bacterium,Ignavibacteria,bacterium,
GCA_016713455.1,ncbi,Contig,JADJPC000000000,undefined,SAMN16425962,Fred_18-Q3-R57-64_BATAC.298,Ignavibacteria bacterium,Ignavibacteria,bacterium,
GCA_016711675.1,ncbi,Contig,JADJSN000000000,undefined,SAMN16426058,Hade_18-Q3-R52-61_MAXAC.028,Ignavibacteria bacterium,Ignavibacteria,bacterium,
GCA_016710985.1,ncbi,Contig,JADJTX000000000,undefined,SAMN16426095,Hirt_18-Q3-R61-65_BATAC.172,Ignavibacteria bacterium,Ignavibacteria,bacterium,
GCA_016709315.1,ncbi,Contig,JADJMZ000000000,undefined,SAMN16425896,EsbW_18-Q3-R4-48_MAXAC.017,Ignavibacteria bacterium,Ignavibacteria,bacterium,
GCA_016707395.1,ncbi,Contig,JADJHS000000000,undefined,SAMN16425755,Ega_18-Q3-R5-49_BATAC.213,Ignavibacteria bacterium,Ignavibacteria,bacterium,
GCA_016707835.1,ncbi,Contig,JADJHA000000000,undefined,SAMN16425736,Damh_18-Q3-R51-60_MAXAC.102,Ignavibacteria bacterium,Ignavibacteria,bacterium,
GCA_016707915.1,ncbi,Contig,JADJGS000000000,undefined,SAMN16425728,Damh_18-Q3-R51-60_BATAC.300,Ignavibacteria bacterium,Ignavibacteria,bacterium,
GCA_016706965.1,ncbi,Contig,JADJIM000000000,undefined,SAMN16425775,Ega_18-Q3-R5-49_MAXAC.109,Ignavibacteria bacterium,Ignavibacteria,bacterium,
GCA_016707005.1,ncbi,Contig,JADJIQ000000000,undefined,SAMN16425780,Ejby_18-Q3-R6-50_BAT3C.119,Ignavibacteria bacterium,Ignavibacteria,bacterium,
GCA_016708405.1,ncbi,Contig,JADJFS000000000,undefined,SAMN16425700,Bjer_18-Q3-R1-45_MAXAC.094,Ignavibacteria bacterium,Ignavibacteria,bacterium,
GCA_016704805.1,ncbi,Contig,JADIZM000000000,undefined,SAMN16425530,AalW_18-Q3-R10-53_BAT3C.147,Ignavibacteria bacterium,Ignavibacteria,bacterium,
GCA_016705185.1,ncbi,Contig,JADIYS000000000,undefined,SAMN16425510,AalE_18-Q3-R2-46_BATAC.321,Ignavibacteria bacterium,Ignavibacteria,bacterium,
GCA_016704345.1,ncbi,Contig,JADJAH000000000,undefined,SAMN16425553,AalW_18-Q3-R10-53_BATAC.340,Ignavibacteria bacterium,Ignavibacteria,bacterium,
GCA_016704225.1,ncbi,Contig,JADJAO000000000,undefined,SAMN16425560,AalW_18-Q3-R10-53_BATAC.706,Ignavibacteria bacterium,Ignavibacteria,bacterium,
GCA_016702515.1,ncbi,Contig,JADJDW000000000,undefined,SAMN16425650,Aved_18-Q3-R54-62_MAXAC.297,Ignavibacteria bacterium,Ignavibacteria,bacterium,
GCA_016702925.1,ncbi,Contig,JADJDB000000000,undefined,SAMN16425629,Aved_18-Q3-R54-62_MAXAC.030,Ignavibacteria bacterium,Ignavibacteria,bacterium,
GCA_016703055.1,ncbi,Contig,JADJCW000000000,undefined,SAMN16425624,Aved_18-Q3-R54-62_BATAC.785,Ignavibacteria bacterium,Ignavibacteria,bacterium,
GCA_016708125.1,ncbi,Contig,JADJGF000000000,undefined,SAMN16425713,Bjer_18-Q3-R1-45_MAXAC.250,Ignavibacteriae bacterium,Ignavibacteriae,bacterium,
GCA_016707525.1,ncbi,Contig,JADJHP000000000,undefined,SAMN16425752,Ega_18-Q3-R5-49_BATAC.118,Ignavibacteriae bacterium,Ignavibacteriae,bacterium,
GCA_016713565.1,ncbi,Contig,JADJOX000000000,undefined,SAMN16425957,Fred_18-Q3-R57-64_BATAC.232,Ignavibacteriae bacterium,Ignavibacteriae,bacterium,
GCA_016716225.1,ncbi,Contig,JADJWT000000000,undefined,SAMN16426174,Kalu_18-Q3-R12-55_BAT3C.58,Ignavibacteriae bacterium,Ignavibacteriae,bacterium,
GCA_016715695.1,ncbi,Contig,JADJZQ000000000,undefined,SAMN16426260,Lyne_18-Q3-R50-59_MAXAC.197,Ignavibacteriales bacterium,Ignavibacteriales,bacterium,
GCA_016714125.1,ncbi,Contig,JADJNX000000000,undefined,SAMN16425926,Fred_18-Q3-R57-64_BAT3C.169,Ignavibacteriales bacterium,Ignavibacteriales,bacterium,
GCA_016707285.1,ncbi,Contig,JADJIA000000000,undefined,SAMN16425763,Ega_18-Q3-R5-49_BATAC.76,Ignavibacteriales bacterium,Ignavibacteriales,bacterium,
GCA_016707585.1,ncbi,Contig,JADJHL000000000,undefined,SAMN16425748,Ega_18-Q3-R5-49_BAT3C.193,Ignavibacteriales bacterium,Ignavibacteriales,bacterium,
GCA_016707115.1,ncbi,Contig,JADJIH000000000,undefined,SAMN16425770,Ega_18-Q3-R5-49_MAXAC.056,Ignavibacteriales bacterium,Ignavibacteriales,bacterium,
GCA_016709155.1,ncbi,Contig,JADJEI000000000,undefined,SAMN16425662,Aved_18-Q3-R54-62_MAXAC.426,Ignavibacteriales bacterium,Ignavibacteriales,bacterium,
GCA_016709765.1,ncbi,Contig,JADJMD000000000,undefined,SAMN16425874,EsbW_18-Q3-R4-48_BATAC.168,Ignavibacteriales bacterium,Ignavibacteriales,bacterium,
GCA_016710175.1,ncbi,Contig,JADJLK000000000,undefined,SAMN16425854,EsbE_18-Q3-R3-47_MAXAC.197,Ignavibacteriales bacterium,Ignavibacteriales,bacterium,
GCA_016703385.1,ncbi,Contig,JADJCD000000000,undefined,SAMN16425604,Aved_18-Q3-R54-62_BATAC.249,Ignavibacteriales bacterium,Ignavibacteriales,bacterium,
GCA_016700155.1,ncbi,Complete genome,undefined,1,SAMN16426198,Kalu_18-Q3-R12-55_MAXAC.127v2,Ignavibacteriales bacterium,Ignavibacteriales,bacterium,
GCA_016709945.1,ncbi,Contig,JADJLV000000000,undefined,SAMN16425865,EsbW_18-Q3-R4-48_BAT3C.288,Kineosporiaceae bacterium,Kineosporiaceae,bacterium,
GCA_016713225.1,ncbi,Contig,JADJPO000000000,undefined,SAMN16425975,Fred_18-Q3-R57-64_BATAC.480,Kineosporiaceae bacterium,Kineosporiaceae,bacterium,
GCA_016702615.1,ncbi,Contig,JADJDR000000000,undefined,SAMN16425645,Aved_18-Q3-R54-62_MAXAC.248_sub,Kineosporiaceae bacterium,Kineosporiaceae,bacterium,
GCA_016717335.1,ncbi,Contig,JADKFS000000000,undefined,SAMN16426423,Ribe_18-Q3-R11-54_BAT3C.183,Kouleothrix sp.,Kouleothrix,sp.,
GCA_016722075.1,ncbi,Contig,JADKGW000000000,undefined,SAMN16426455,Ribe_18-Q3-R11-54_MAXAC.235,Kouleothrix sp.,Kouleothrix,sp.,
GCA_016720625.1,ncbi,Contig,JADKKG000000000,undefined,SAMN16426547,Vibo_18-Q3-R45-57_MAXAC.094,Leptospiraceae bacterium,Leptospiraceae,bacterium,
GCA_016718635.1,ncbi,Contig,JADKCW000000000,undefined,SAMN16426348,OdNE_18-Q3-R46-58_MAXAC.176,Leptospiraceae bacterium,Leptospiraceae,bacterium,
GCA_016711485.1,ncbi,Contig,JADJSX000000000,undefined,SAMN16426068,Hade_18-Q3-R52-61_MAXAC.192,Leptospiraceae bacterium,Leptospiraceae,bacterium,
GCA_016708435.1,ncbi,Contig,JADJFV000000000,undefined,SAMN16425703,Bjer_18-Q3-R1-45_MAXAC.114,Leptospiraceae bacterium,Leptospiraceae,bacterium,
GCA_016703885.1,ncbi,Contig,JADJBD000000000,undefined,SAMN16425575,AalW_18-Q3-R10-53_MAXAC.200,Leptospiraceae bacterium,Leptospiraceae,bacterium,
GCA_016708875.1,ncbi,Contig,JADJFA000000000,undefined,SAMN16425682,Bjer_18-Q3-R1-45_BATAC.327,Lewinellaceae bacterium,Lewinellaceae,bacterium,
GCA_016711435.1,ncbi,Contig,JADJSY000000000,undefined,SAMN16426069,Hade_18-Q3-R52-61_MAXAC.228,Lewinellaceae bacterium,Lewinellaceae,bacterium,
GCA_016710765.1,ncbi,Contig,JADJUJ000000000,undefined,SAMN16426107,Hirt_18-Q3-R61-65_BATAC.551,Lewinellaceae bacterium,Lewinellaceae,bacterium,
GCA_016719605.1,ncbi,Contig,JADJYW000000000,undefined,SAMN16426240,Lyne_18-Q3-R50-59_BATAC.66,Lewinellaceae bacterium,Lewinellaceae,bacterium,
GCA_016712415.1,ncbi,Contig,JADJRC000000000,undefined,SAMN16426018,Fred_18-Q3-R57-64_MAXAC.370,Lewinellaceae bacterium,Lewinellaceae,bacterium,
GCA_016713985.1,ncbi,Contig,JADJOD000000000,undefined,SAMN16425933,Fred_18-Q3-R57-64_BAT3C.308,Lewinellaceae bacterium,Lewinellaceae,bacterium,
GCA_016716135.1,ncbi,Contig,JADJWX000000000,undefined,SAMN16426178,Kalu_18-Q3-R12-55_BATAC.22,Lewinellaceae bacterium,Lewinellaceae,bacterium,
GCA_016715325.1,ncbi,Contig,JADKAL000000000,undefined,SAMN16426284,Mari_18-Q3-R65-66_BAT3C.366,Methylococcaceae bacterium,Methylococcaceae,bacterium,
GCA_016717875.1,ncbi,Contig,JADKER000000000,undefined,SAMN16426396,Rand_18-Q3-R56-63_BAT3C.326,Micavibrio sp.,Micavibrio,sp.,
GCA_016710185.1,ncbi,Contig,JADJLI000000000,undefined,SAMN16425852,EsbE_18-Q3-R3-47_MAXAC.188,Micavibrio sp.,Micavibrio,sp.,
GCA_016719135.1,ncbi,Contig,JADKAV000000000,undefined,SAMN16426294,Mari_18-Q3-R65-66_BATAC.348,Micrococcales bacterium,Micrococcales,bacterium,
GCA_016703125.1,ncbi,Contig,JADJCR000000000,undefined,SAMN16425619,Aved_18-Q3-R54-62_BATAC.616,Micrococcales bacterium,Micrococcales,bacterium,
GCA_016716635.1,ncbi,Contig,JADJVZ000000000,undefined,SAMN16426153,Hjor_18-Q3-R7-51_MAXAC.115,Micropruina sp.,Micropruina,sp.,
GCA_016711105.1,ncbi,Contig,JADJTO000000000,undefined,SAMN16426085,Hirt_18-Q3-R61-65_BAT3C.320,Micropruina sp.,Micropruina,sp.,
GCA_016711205.1,ncbi,Contig,JADJTM000000000,undefined,SAMN16426083,Hirt_18-Q3-R61-65_BAT3C.279,Micropruina sp.,Micropruina,sp.,
GCA_016702505.1,ncbi,Contig,JADJDU000000000,undefined,SAMN16425648,Aved_18-Q3-R54-62_MAXAC.290,Microthrixaceae bacterium,Microthrixaceae,bacterium,
GCA_016706005.1,ncbi,Contig,JADJKM000000000,undefined,SAMN16425830,EsbE_18-Q3-R3-47_BATAC.309,Moraxellaceae bacterium,Moraxellaceae,bacterium,
GCA_016711955.1,ncbi,Contig,JADJRZ000000000,undefined,SAMN16426044,Hade_18-Q3-R52-61_BATAC.311,Moraxellaceae bacterium,Moraxellaceae,bacterium,
GCA_016719965.1,ncbi,Contig,JADJYD000000000,undefined,SAMN16426220,Lyne_18-Q3-R50-59_BAT3C.546,Moraxellaceae bacterium,Moraxellaceae,bacterium,
GCA_016721165.1,ncbi,Contig,JADKJF000000000,undefined,SAMN16426518,Vibo_18-Q3-R45-57_BAT3C.142,Moraxellaceae bacterium,Moraxellaceae,bacterium,
GCA_016703035.1,ncbi,Contig,JADJCT000000000,undefined,SAMN16425621,Aved_18-Q3-R54-62_BATAC.645_sub,Moraxellaceae bacterium,Moraxellaceae,bacterium,
GCA_016720595.1,ncbi,Contig,JADKKI000000000,undefined,SAMN16426549,Vibo_18-Q3-R45-57_MAXAC.190,Myxococcales bacterium,Myxococcales,bacterium,
GCA_016720545.1,ncbi,Contig,JADKKK000000000,undefined,SAMN16426551,Viby_18-Q3-R106-67_BAT3C.149,Myxococcales bacterium,Myxococcales,bacterium,
GCA_016712525.1,ncbi,Contig,JADJQX000000000,undefined,SAMN16426013,Fred_18-Q3-R57-64_MAXAC.347,Myxococcales bacterium,Myxococcales,bacterium,
GCA_016717005.1,ncbi,Contig,JADJUF000000000,undefined,SAMN16426103,Hirt_18-Q3-R61-65_BATAC.430,Myxococcales bacterium,Myxococcales,bacterium,
GCA_016716835.1,ncbi,Contig,JADJUW000000000,undefined,SAMN16426121,Hirt_18-Q3-R61-65_MAXAC.229,Myxococcales bacterium,Myxococcales,bacterium,
GCA_016716175.1,ncbi,Contig,JADJWW000000000,undefined,SAMN16426177,Kalu_18-Q3-R12-55_BATAC.116,Myxococcales bacterium,Myxococcales,bacterium,
GCA_016706225.1,ncbi,Contig,JADJKB000000000,undefined,SAMN16425818,EsbE_18-Q3-R3-47_BAT3C.181,Myxococcales bacterium,Myxococcales,bacterium,
GCA_016706545.1,ncbi,Contig,JADJJK000000000,undefined,SAMN16425800,Ejby_18-Q3-R6-50_BATAC.353,Myxococcales bacterium,Myxococcales,bacterium,
GCA_016704525.1,ncbi,Contig,JADIZX000000000,undefined,SAMN16425543,AalW_18-Q3-R10-53_BAT3C.9,Myxococcales bacterium,Myxococcales,bacterium,
GCA_016709545.1,ncbi,Contig,JADJMO000000000,undefined,SAMN16425885,EsbW_18-Q3-R4-48_BATAC.438,Myxococcales bacterium,Myxococcales,bacterium,
GCA_016708565.1,ncbi,Contig,JADJFN000000000,undefined,SAMN16425695,Bjer_18-Q3-R1-45_MAXAC.048,Myxococcales bacterium,Myxococcales,bacterium,
GCA_016707895.1,ncbi,Contig,JADJGV000000000,undefined,SAMN16425731,Damh_18-Q3-R51-60_BATAC.454,Myxococcales bacterium,Myxococcales,bacterium,
GCA_016703425.1,ncbi,Contig,JADJCA000000000,undefined,SAMN16425601,Aved_18-Q3-R54-62_BATAC.150,Myxococcales bacterium,Myxococcales,bacterium,
GCA_016699535.1,ncbi,Chromosome,undefined,1,SAMN16425939,Fred_18-Q3-R57-64_BAT3C.417,Myxococcales bacterium,Myxococcales,bacterium,
GCA_016712315.1,ncbi,Contig,JADJRG000000000,undefined,SAMN16426022,Fred_18-Q3-R57-64_MAXAC.384,Nannocystis sp.,Nannocystis,sp.,
GCA_016714285.1,ncbi,Contig,JADJNN000000000,undefined,SAMN16425910,EsbW_18-Q3-R4-48_MAXAC.145,Nannocystis sp.,Nannocystis,sp.,
GCA_016717175.1,ncbi,Contig,JADKFZ000000000,undefined,SAMN16426430,Ribe_18-Q3-R11-54_BAT3C.433,Nannocystis sp.,Nannocystis,sp.,
GCA_016699915.1,ncbi,Complete genome,undefined,1,SAMN16426028,Fred_18-Q3-R57-64_MAXAC.425_cln,Neisseriales bacterium,Neisseriales,bacterium,
GCA_016710595.1,ncbi,Contig,JADJVM000000000,undefined,SAMN16426139,Hjor_18-Q3-R7-51_BATAC.166,Niastella sp.,Niastella,sp.,
GCA_016711325.1,ncbi,Contig,JADJTH000000000,undefined,SAMN16426078,Hirt_18-Q3-R61-65_BAT3C.167,Nigerium sp.,Nigerium,sp.,
GCA_016721605.1,ncbi,Contig,JADKHS000000000,undefined,SAMN16426478,Skiv_18-Q3-R9-52_BATAC.176,Nitrosomonadales bacterium,Nitrosomonadales,bacterium,
GCA_016716325.1,ncbi,Contig,JADJWO000000000,undefined,SAMN16426169,Kalu_18-Q3-R12-55_BAT3C.337,Nitrosomonadales bacterium,Nitrosomonadales,bacterium,
GCA_016714885.1,ncbi,Contig,JADKBX000000000,undefined,SAMN16426323,OdNE_18-Q3-R46-58_BATAC.187,Nitrosomonadales bacterium,Nitrosomonadales,bacterium,
GCA_016721865.1,ncbi,Contig,JADKHF000000000,undefined,SAMN16426464,Skiv_18-Q3-R9-52_BAT3C.180,Nitrosomonas sp.,Nitrosomonas,sp.,
GCA_016717525.1,ncbi,Contig,JADKFI000000000,undefined,SAMN16426413,Rand_18-Q3-R56-63_MAXAC.058,Nitrosomonas sp.,Nitrosomonas,sp.,
GCA_016710135.1,ncbi,Contig,JADJLM000000000,undefined,SAMN16425856,EsbW_18-Q3-R4-48_BAT3C.13,Nitrosomonas sp.,Nitrosomonas,sp.,
GCA_016708955.1,ncbi,Contig,JADJES000000000,undefined,SAMN16425673,Bjer_18-Q3-R1-45_BAT3C.235,Nitrosomonas sp.,Nitrosomonas,sp.,
GCA_016707165.1,ncbi,Contig,JADJIF000000000,undefined,SAMN16425768,Ega_18-Q3-R5-49_MAXAC.038,Nitrosomonas sp.,Nitrosomonas,sp.,
GCA_016705625.1,ncbi,Contig,JADJLE000000000,undefined,SAMN16425848,EsbE_18-Q3-R3-47_MAXAC.155,Nitrosomonas sp.,Nitrosomonas,sp.,
GCA_016703745.1,ncbi,Contig,JADJBK000000000,undefined,SAMN16425582,AalW_18-Q3-R10-53_MAXAC.389,Nitrosomonas sp.,Nitrosomonas,sp.,
GCA_016706135.1,ncbi,Contig,JADJKE000000000,undefined,SAMN16425821,EsbE_18-Q3-R3-47_BAT3C.226,Nitrospira sp.,Nitrospira,sp.,
GCA_016709365.1,ncbi,Contig,JADJMY000000000,undefined,SAMN16425895,EsbW_18-Q3-R4-48_MAXAC.012,Nitrospira sp.,Nitrospira,sp.,
GCA_016722055.1,ncbi,Contig,JADKGV000000000,undefined,SAMN16426454,Ribe_18-Q3-R11-54_MAXAC.200,Nitrospira sp.,Nitrospira,sp.,
GCA_016722315.1,ncbi,Contig,JADKGJ000000000,undefined,SAMN16426441,Ribe_18-Q3-R11-54_BATAC.650,Nitrospira sp.,Nitrospira,sp.,
GCA_016719745.1,ncbi,Contig,JADJYN000000000,undefined,SAMN16426230,Lyne_18-Q3-R50-59_BATAC.375,Nitrospira sp.,Nitrospira,sp.,
GCA_016715825.1,ncbi,Contig,JADJXO000000000,undefined,SAMN16426200,Kalu_18-Q3-R12-55_MAXAC.132v2,Nitrospira sp.,Nitrospira,sp.,
GCA_016712165.1,ncbi,Contig,JADJRP000000000,undefined,SAMN16426034,Hade_18-Q3-R52-61_BAT3C.250,Nitrospira sp.,Nitrospira,sp.,
GCA_016711755.1,ncbi,Contig,JADJSL000000000,undefined,SAMN16426056,Hade_18-Q3-R52-61_MAXAC.023,Nitrospira sp.,Nitrospira,sp.,
GCA_016702815.1,ncbi,Contig,JADJDG000000000,undefined,SAMN16425634,Aved_18-Q3-R54-62_MAXAC.082_sub,Novosphingobium sp.,Novosphingobium,sp.,
GCA_016719755.1,ncbi,Contig,JADJYM000000000,undefined,SAMN16426229,Lyne_18-Q3-R50-59_BATAC.36,Novosphingobium sp.,Novosphingobium,sp.,
GCA_016715815.1,ncbi,Contig,JADJXN000000000,undefined,SAMN16426199,Kalu_18-Q3-R12-55_MAXAC.131,Oligoflexia bacterium,Oligoflexia,bacterium,
GCA_016715765.1,ncbi,Contig,JADJZJ000000000,undefined,SAMN16426253,Lyne_18-Q3-R50-59_MAXAC.062,Opitutaceae bacterium,Opitutaceae,bacterium,
GCA_016711225.1,ncbi,Contig,JADJTK000000000,undefined,SAMN16426081,Hirt_18-Q3-R61-65_BAT3C.235,Opitutaceae bacterium,Opitutaceae,bacterium,
GCA_016703145.1,ncbi,Contig,JADJCO000000000,undefined,SAMN16425616,Aved_18-Q3-R54-62_BATAC.560,Ottowia sp.,Ottowia,sp.,
GCA_016703855.1,ncbi,Contig,JADJBG000000000,undefined,SAMN16425578,AalW_18-Q3-R10-53_MAXAC.327,Ottowia sp.,Ottowia,sp.,
GCA_016710275.1,ncbi,Contig,JADJXS000000000,undefined,SAMN16426206,Kalu_18-Q3-R12-55_MAXAC.193,Phycisphaerales bacterium,Phycisphaerales,bacterium,
GCA_016709445.1,ncbi,Contig,JADJMV000000000,undefined,SAMN16425892,EsbW_18-Q3-R4-48_BATAC.72,Phycisphaerales bacterium,Phycisphaerales,bacterium,
GCA_016716165.1,ncbi,Contig,JADJWU000000000,undefined,SAMN16426175,Kalu_18-Q3-R12-55_BAT3C.68,Phycisphaerales bacterium,Phycisphaerales,bacterium,
GCA_016716475.1,ncbi,Contig,JADJWG000000000,undefined,SAMN16426160,Kalu_18-Q3-R12-55_BAT3C.197,Phycisphaerales bacterium,Phycisphaerales,bacterium,
GCA_016716585.1,ncbi,Contig,JADJWB000000000,undefined,SAMN16426155,Kalu_18-Q3-R12-55_BAT3C.140,Phycisphaerales bacterium,Phycisphaerales,bacterium,
GCA_016699835.1,ncbi,Complete genome,undefined,1,SAMN16426011,Fred_18-Q3-R57-64_MAXAC.330_cln,Phycisphaerales bacterium,Phycisphaerales,bacterium,
GCA_016711085.1,ncbi,Contig,JADJTR000000000,undefined,SAMN16426089,Hirt_18-Q3-R61-65_BAT3C.487,Phyllobacteriaceae bacterium,Phyllobacteriaceae,bacterium,
GCA_016706565.1,ncbi,Contig,JADJJI000000000,undefined,SAMN16425798,Ejby_18-Q3-R6-50_BATAC.337,Piscinibacter sp.,Piscinibacter,sp.,
GCA_016721365.1,ncbi,Contig,JADKIG000000000,undefined,SAMN16426492,Skiv_18-Q3-R9-52_BATAC.52,Piscinibacter sp.,Piscinibacter,sp.,
GCA_016722065.1,ncbi,Contig,JADKGX000000000,undefined,SAMN16426456,Ribe_18-Q3-R11-54_MAXAC.269,Planctomycetes bacterium,Planctomycetes,bacterium,
GCA_016719295.1,ncbi,Contig,JADKAF000000000,undefined,SAMN16426276,Lyne_18-Q3-R50-59_MAXAC.409,Planctomycetes bacterium,Planctomycetes,bacterium,
GCA_016716265.1,ncbi,Contig,JADJWQ000000000,undefined,SAMN16426171,Kalu_18-Q3-R12-55_BAT3C.357,Planctomycetes bacterium,Planctomycetes,bacterium,
GCA_016712285.1,ncbi,Contig,JADJRK000000000,undefined,SAMN16426029,Fred_18-Q3-R57-64_MAXAC.456,Planctomycetes bacterium,Planctomycetes,bacterium,
GCA_016712275.1,ncbi,Contig,JADJRI000000000,undefined,SAMN16426025,Fred_18-Q3-R57-64_MAXAC.418,Planctomycetes bacterium,Planctomycetes,bacterium,
GCA_016712565.1,ncbi,Contig,JADJQU000000000,undefined,SAMN16426009,Fred_18-Q3-R57-64_MAXAC.309,Planctomycetes bacterium,Planctomycetes,bacterium,
GCA_016714045.1,ncbi,Contig,JADJNY000000000,undefined,SAMN16425928,Fred_18-Q3-R57-64_BAT3C.229,Planctomycetes bacterium,Planctomycetes,bacterium,
GCA_016713175.1,ncbi,Contig,JADJPQ000000000,undefined,SAMN16425977,Fred_18-Q3-R57-64_BATAC.530,Planctomycetes bacterium,Planctomycetes,bacterium,
