BGC,Accession ID,Description,Product Prediction,BiG-SCAPE class,Organism,Taxonomy,genome_id,group
BGC0000079.1,BGC0000079.1,"Streptomyces antibioticus strain NRRL8167 indanomycin biosynthetic gene cluster, complete sequence",T1PKS,PKSI,Streptomyces antibioticus,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000080.1,BGC0000080.1,"Polyangium cellulosum strain So ce307 conserved hypothetical protein gene, partial cds; and jerangolid gene cluster, partial sequence",T1PKS,PKSI,Sorangium cellulosum,"Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium",,MIBIG
BGC0000081.1,BGC0000081.1,"Streptoalloteichus sp. ATCC 53650 kedarcidin biosynthetic gene cluster, complete sequence",arylpolyene.T1PKS.NRPS,Others,Streptoalloteichus sp. ATCC 53650,"Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Streptoalloteichus",,MIBIG
BGC0000082.1,BGC0000082.1,"Actinomadura kijaniata fructokinase gene, partial cds; kijanimicin gene cluster, complete sequence; and D-ala, D-ala carboxypeptidase, conserved hypothetical protein, permease, and selenium binding protein genes, complete cds",oligosaccharide.T1PKS,Others,Actinomadura kijaniata,"Bacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura",,MIBIG
BGC0000083.1,BGC0000083.1,"Streptomyces amphibiosporus strain ATCC 53964 lactimidomycin gene cluster, complete sequence",transAT-PKS,PKSother,Streptomyces amphibiosporus,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000084.1,BGC0000084.1,"Streptomyces sp. CS684 hypothetical protein, putative cytochrome c oxidase, putative histidine kinase sensor, and putative magnesium/manganese-dependent protein phosphatase genes, complete cds; laidlomycin biosynthetic gene cluster, complete sequence; putative membrane protein, putative major facilitator superfamily transporter, putative succinic semialdehyde dehydrogenase, hypothetical proteins, putative dihydroxyacetone kinase, and putative peptide transporter (ATP-binding subunit) genes, complete cds; and peptide transporter (peptide-binding subunit) gene, partial cds",T1PKS,PKSI,Streptomyces sp. CS684,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000085.1,BGC0000085.1,"Streptomyces rochei plasmid pSLA2-L DNA, complete sequence",T1PKS,PKSI,Streptomyces rochei,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000086.1,BGC0000086.1,"Streptomyces lasaliensis plasmid pKSL polyether antibiotic lasalocid biosynthesis gene cluster, partial sequence",T1PKS,PKSI,Streptomyces lasaliensis,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000087.1,BGC0000087.1,"Streptomyces lasaliensis lasalocid biosynthetic gene cluster, strain NRRL 3382R",T1PKS,PKSI,Streptomyces lasaliensis,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000088.1,BGC0000088.1,"Aspergillus terreus strain ATCC 20542 esterase, cytochrome P450 monooxygenase (lovA), enoyl reductase (lovC), transesterase (lovD), hydroxymethylglutaryl-coenzyme A reductase, regulatory protein (lovE), polyketide synthase (lovF), regulatory protein, and cytochrome P450 monooxygenase genes, complete cds; and unknown genes",T1PKS,PKSI,Aspergillus terreus,"Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus",,MIBIG
BGC0000090.1,BGC0000090.1,"Actinosynnema pretiosum subsp. pretiosum strain ATCC 31280 macbecin biosynthesis gene cluster, complete sequence",NRPS-like.T1PKS,PKS-NRP_Hybrids,Actinosynnema pretiosum subsp. pretiosum,"Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinosynnema",,MIBIG
BGC0000091.1,BGC0000091.1,"Streptomyces sp. CNQ-617 marineosin biosynthetic gene cluster, complete sequence",NRPS-like.T1PKS,PKS-NRP_Hybrids,Streptomyces sp. CNQ-617,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000092.1,BGC0000092.1,"Micromonospora megalomicea subsp. nigra megalomicin biosynthetic gene cluster, partial sequence",T1PKS,PKSI,Micromonospora megalomicea subsp. nigra,"Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora",,MIBIG
BGC0000093.1,BGC0000093.1,"Streptomyces nanchangensis strain NS3226 meilingmycin biosynthetic gene cluster, partial sequence",T1PKS,PKSI,Streptomyces nanchangensis,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000094.1,BGC0000094.1,"Streptomyces venezuelae methymycin/pikromycin polyketide synthase gene cluster, complete sequence",T1PKS,PKSI,Streptomyces venezuelae,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000096.1,BGC0000096.1,Midecamycin biosynthetic gene cluster,T1PKS,PKSI,Streptomyces mycarofaciens,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000097.1,BGC0000097.1,"Streptomyces sp. MP39-85 putative lipoprotein and hypothetical protein genes, complete cds; and ML-449 biosynthetic gene cluster, complete sequence",T1PKS,PKSI,Streptomyces sp. MP39-85,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000098.1,BGC0000098.1,"Monascus pilosus monacolin K biosynthetic gene cluster, complete sequence",T1PKS,PKSI,Monascus pilosus,"Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Monascus",,MIBIG
BGC0000099.1,BGC0000099.1,"Penicillium marneffei strain PM1 putative polyketide synthase PKS3 gene, complete cds",T1PKS,PKSI,Talaromyces marneffei,"Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Trichocomaceae,Talaromyces",,MIBIG
BGC0000100.1,BGC0000100.1,"Streptomyces cinnamonensis polyether antibiotic monensin biosynthesis gene cluster, partial sequence",T1PKS,PKSI,Streptomyces cinnamonensis,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000101.1,BGC0000101.1,TPA_asm: Aspergillus nidulans FGSC A4 chromosome II,,Others,Aspergillus nidulans FGSC A4,"Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus",,MIBIG
BGC0000102.1,BGC0000102.1,"Micromonospora griseorubida gene cluster for the polyketide macrolide mycinamicin, partial and comeplete cds",T1PKS,PKSI,Micromonospora griseorubida,"Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora",,MIBIG
BGC0000103.1,BGC0000103.1,"Mycobacterium ulcerans plasmid pMUM001, complete plasmid genome",T1PKS,PKSI,Mycobacterium ulcerans Agy99,"Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium",,MIBIG
BGC0000104.1,BGC0000104.1,"Penicillium brevicompactum mycophenolic acid biosynthesis gene cluster, complete sequence",T1PKS,PKSI,Penicillium brevicompactum,"Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium",,MIBIG
BGC0000105.1,BGC0000105.1,"Streptomyces nanchangensis NS3226 polyether ionophore nanchangmycin biosynthetic gene cluster, complete sequence",T1PKS,PKSI,Streptomyces nanchangensis,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000106.1,BGC0000106.1,"Streptomyces sp. CS naphthomycin biosynthetic gene cluster, partial sequence",NRPS-like.T1PKS,PKS-NRP_Hybrids,Streptomyces sp. CS,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000107.1,BGC0000107.1,TPA_asm: Aspergillus nidulans FGSC A4 chromosome II,T1PKS,PKSI,Aspergillus nidulans FGSC A4,"Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus",,MIBIG
BGC0000108.1,BGC0000108.1,"Streptomyces chattanoogensis strain L10 natamycin biosynthetic gene cluster, partial sequence",NRPS-like.T1PKS,PKS-NRP_Hybrids,Streptomyces chattanoogensis,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000109.1,BGC0000109.1,"Streptomyces cyaneogriseus subsp. noncyanogenus gene cluster (nemR, nemG, nemF, nemA1-1, nemA1-2, nemA2, nemC, nemD, nemE, nemA3, nemA4, orf1), complete cds",T1PKS,PKSI,Streptomyces cyaneogriseus subsp. noncyanogenus,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000110.1,BGC0000110.1,Streptomyces orinoci neoaureothin biosynthetic gene cluster,T1PKS,PKSI,Streptomyces orinoci,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000111.1,BGC0000111.1,"Streptomyces carzinostaticus DNA, biosynthetic gene cluster for antitumor antibiotic Neocarzilin, complete and partial cds",T1PKS,PKSI,Streptomyces carzinostaticus,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000112.1,BGC0000112.1,"Streptomyces carzinostaticus subsp. neocarzinostaticus neocarzinostatin biosynthetic locus, complete sequence",butyrolactone.T1PKS,Others,Streptomyces carzinostaticus subsp. neocarzinostaticus,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000113.1,BGC0000113.1,"Streptomyces caelestis cytochrome P-450 hydroxylase homolog (nidi) gene, partial cds; polyketide synthase modules 1 through 7 (nidA) genes, complete cds; and N-methyltransferase homolog gene, partial cds",T1PKS,PKSI,Streptomyces caelestis,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000114.1,BGC0000114.1,"Streptomyces violaceusniger strain DSM 4137 polyether nigericin biosynthetic gene cluster, complete sequence",T1PKS,PKSI,Streptomyces violaceusniger,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000115.1,BGC0000115.1,"Streptomyces noursei ATCC 11455 nystatin biosynthetic gene cluster, complete sequence",T1PKS,PKSI,Streptomyces noursei ATCC 11455,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000116.1,BGC0000116.1,"Pseudonocardia autotrophica strain KCTC9441 polyene biosynthetic gene cluster, complete sequence",T1PKS,PKSI,Pseudonocardia autotrophica,"Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia",,MIBIG
BGC0000117.1,BGC0000117.1,Streptomyces avermitilis oligomycin biosynthetic gene cluster,T1PKS,PKSI,Streptomyces avermitilis,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000118.1,BGC0000118.1,"Streptomyces pactum pactamycin biosynthetic gene cluster, partial and complete cds, strain: NBRC 13433",PKS-like.T1PKS.arylpolyene,Others,Streptomyces pactum,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000119.1,BGC0000119.1,"Streptomyces pactum strain ATCC 27456 pactamycin biosynthetic gene cluster, partial sequence",PKS-like.T1PKS.arylpolyene,Others,Streptomyces pactum,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000120.1,BGC0000120.1,"Penicillium expansum strain NRRL 35695 patulin biosynthetic gene cluster, complete sequence",T1PKS,PKSI,Penicillium expansum,"Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium",,MIBIG
BGC0000121.1,BGC0000121.1,"Pestalotiopsis fici strain CGMCC3.15140 pestheic acid biosynthetic gene cluster, complete sequence",T1PKS,PKSI,Pestalotiopsis fici,"Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Sporocadaceae,Pestalotiopsis",,MIBIG
BGC0000122.1,BGC0000122.1,"Nannocystis pusilla strain B150 phenylnannolone gene cluster, partial sequence",NRPS-like.T1PKS,PKS-NRP_Hybrids,Nannocystis pusilla,"Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystineae,Nannocystaceae,Nannocystis",,MIBIG
BGC0000123.1,BGC0000123.1,"Streptomyces sp. HK803 PlmR5 (plmR5), PlmR4 (plmR4), PlmR3 (plmR3), PlmR2 (plmR2), Plm8 (plm8), Plm4 (plm4), Plm5 (plm5), Plm6 (plm6), Plm7 (plm7), PlmT8 (plmT8), PlmT7 (plmT7), PlmT6 (plmT6), PlmT5 (plmT5), PlmT4 (plmT4), PlmT3 (plmT3), PlmT2 (plmT2), PlmT1 (plmT1), Plm1 (plm1), Plm2-3 (plm2-3), PlmJK (plmJK), PlmL (plmL), ChcA (chcA), PlmM (plmM), PlmR1 (plmR1), PlmI (plmI), PlmS2 (plmS2), PlmS3 (plmS3), and PlmS4 (plmS4) genes, complete cds",T1PKS,PKSI,Streptomyces sp. HK803,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000124.1,BGC0000124.1,"Streptomyces piomogenus piericidin A1 gene cluster, partial sequence",T1PKS,PKSI,Streptomyces piomogenus,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000125.1,BGC0000125.1,Streptomyces natalensis pimaricin biosynthetic gene cluster,NRPS-like.T1PKS,PKS-NRP_Hybrids,Streptomyces natalensis,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000126.1,BGC0000126.1,"Streptomyces platensis pldAI, pldAII, pldAIII, pldAIV, pldB, pldC, pldD, pldR gene cluster, complete cds, strain: Mer-11107",T1PKS,PKSI,Streptomyces platensis,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000127.1,BGC0000127.1,"Pseudomonas fluorescens strain Pf-5 pyoluteorin biosynthetic gene cluster, partial sequence",T1PKS,PKSI,Pseudomonas protegens Pf-5,"Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas",,MIBIG
BGC0000128.1,BGC0000128.1,"Pseudomonas sp. M18 pyoluteorin biosynthetic and ABC transporter gene cluster, partial sequence",T1PKS,PKSI,Pseudomonas sp. M18,"Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas",,MIBIG
BGC0000129.1,BGC0000129.1,"Aspergillus fumigatus Af293 chromosome 6, whole genome shotgun sequence",T1PKS,PKSI,Aspergillus fumigatus Af293,"Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus",,MIBIG
BGC0000130.1,BGC0000130.1,"Streptomyces vitaminophilus ATCC 31673 pyrrolomycin biosynthetic gene cluster, complete sequence",T1PKS,PKSI,Streptomyces vitaminophilus,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000131.1,BGC0000131.1,"Streptomyces sp. UC 11065 pyrrolomycin biosynthetic gene cluster, partial sequence",,Others,Streptomyces sp. UC 11065,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000132.1,BGC0000132.1,"Streptomyces sp. UC 11065 pyrrolomycin biosynthetic gene cluster, partial sequence",T1PKS,PKSI,Streptomyces sp. UC 11065,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000133.1,BGC0000133.1,"Amycolatopsis orientalis quartromicin biosynthetic gene cluster, complete sequence",T1PKS,PKSI,Amycolatopsis orientalis,"Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis",,MIBIG
BGC0000134.1,BGC0000134.1,"Pochonia chlamydosporia strain ATCC 16683 radicicol gene cluster, partial sequence",T1PKS,PKSI,Pochonia chlamydosporia,"Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Pochonia",,MIBIG
BGC0000135.1,BGC0000135.1,"Streptomyces sp. SN-593 DNA, reveromycin biosynthetic gene cluster, complete sequence",T1PKS,PKSI,Streptomyces sp. SN-593,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000136.1,BGC0000136.1,Amycolatopsis mediterranei rifamycin biosynthetic gene cluster,NRPS-like.T1PKS,PKS-NRP_Hybrids,Amycolatopsis mediterranei S699,"Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis",,MIBIG
BGC0000137.1,BGC0000137.1,"Salinispora arenicola CNS-205, complete genome",NRPS-like.T1PKS,PKS-NRP_Hybrids,Salinispora arenicola CNS-205,"Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora",,MIBIG
BGC0000138.1,BGC0000138.1,"Streptomyces diastaticus polyketide rim gene cluster, partial sequence",NRPS-like.T1PKS,PKS-NRP_Hybrids,Streptomyces diastaticus,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000140.1,BGC0000140.1,"Streptomyces sp. 88-682 putative dipeptidyl aminopeptidase gene, complete cds; tetronate RK-682 biosynthetic gene cluster, complete sequence; and putative beta-lactamase domain-containing protein gene, complete cds",T1PKS,PKSI,Streptomyces sp. 88-682,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000141.1,BGC0000141.1,"Streptomyces achromogenes subsp. rubradiris complete rubradirin gene cluster, strain NRRL 3061",NRPS-like.T1PKS.aminocoumarin.NRPS,Others,Streptomyces achromogenes subsp. rubradiris,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000142.1,BGC0000142.1,"Salinispora tropica CNB-440, complete genome",T1PKS,PKSI,Salinispora tropica CNB-440,"Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora",,MIBIG
BGC0000143.1,BGC0000143.1,"Streptomyces albus strain CCM4719 salinomycin biosynthetic gene cluster, partial sequence",T1PKS,PKSI,Streptomyces albus,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000144.1,BGC0000144.1,"Streptomyces albus strain XM211 polyether ionophore salinomycin biosynthetic gene cluster, complete sequence and flanking region",butyrolactone.T1PKS.NRPS,Others,Streptomyces albus,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000145.1,BGC0000145.1,"Salinispora tropica strain CNB-476 salinosporamide A biosynthetic gene cluster, partial sequence",T1PKS.NRPS,PKS-NRP_Hybrids,Salinispora tropica,"Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora",,MIBIG
BGC0000146.1,BGC0000146.1,"Alternaria solani solanapyrone biosynthetic gene cluster (sol6, sol5, sol4, sol3, sol2, sol1), complete cds",T1PKS,PKSI,Alternaria solani,"Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria",,MIBIG
BGC0000147.1,BGC0000147.1,"Sorangium cellulosum acyl-CoA dehydrogenase (sorE), beta-hydroxybutyryl-CoA dehydrogenase (sorD), putative methoxymalonyl-CoA synthase (sorC), reductase (sorR), soraphen polyketide synthase A (sorA), soraphen polyketide synthase B (sorB), O-methyltransferase (sorM), beta-mannanase, and xylanse-arabinofuranosidase bifunctional enzyme genes, complete cds; and unknown genes",T1PKS,PKSI,Sorangium cellulosum,"Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium",,MIBIG
BGC0000148.1,BGC0000148.1,"Saccharopolyspora spinosa probable lysR-type transcriptional regulator, probable keto acyl reductase, spinosad biosynthetic gene cluster, complete sequence, and probable exodeoxyribonuclease V genes, complete cds; and unknown gene",T1PKS,PKSI,Saccharopolyspora spinosa,"Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora",,MIBIG
BGC0000149.1,BGC0000149.1,"Polyangium cellulosum spirangien biosynthetic gene cluster, strain So ce90",T1PKS,PKSI,Sorangium cellulosum,"Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium",,MIBIG
BGC0000150.1,BGC0000150.1,"Salinispora tropica CNB-440, complete genome",T1PKS.NRPS,PKS-NRP_Hybrids,Salinispora tropica CNB-440,"Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora",,MIBIG
BGC0000151.1,BGC0000151.1,Streptomyces ambofaciens ATCC 23877 right chromosomal arm,T1PKS,PKSI,Streptomyces ambofaciens ATCC 23877,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000152.1,BGC0000152.1,"Emericella nidulans sterigmatocystin biosynthetic gene cluster: (stcA), (stcB), (stcC), (stcE), (aflR), (stcF), (stcI), (stcJ), (stcK), (stcL), (stcO), (stcQ), (stcS), (stcT), (stcU), (stcV) and (stcW) genes, complete cds",T1PKS,PKSI,Aspergillus nidulans,"Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus",,MIBIG
BGC0000153.1,BGC0000153.1,"Stigmatella aurantiaca ORF8, ORF7, ORF6, ORF5, ORF4, ORF3, ORF2, ORF1, stiA gene, stiB gene, stiC gene, stiD gene, stiE gene, stiF gene, stiG gene, stiH gene, stiJ gene, stiK gene, stiL gene and ORF9",T1PKS,PKSI,Stigmatella aurantiaca Sg a15,"Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Stigmatella",,MIBIG
BGC0000154.1,BGC0000154.1,"Talaromyces stipitatus ATCC 10500 scf_1105507295555 genomic scaffold, whole genome shotgun sequence",T1PKS,PKSI,Talaromyces stipitatus ATCC 10500,"Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Trichocomaceae,Talaromyces",,MIBIG
