genome_id,original_genome_id,source,organism,genus,species,strain,closest_placement_reference,Taxonomy,Genome size (bp),%GC,CheckM completeness,CheckM contamination,MAG draft quality,Site,Year,Environment,Sample,Depth (cm),BGCs,BGCs (in >10kb contigs),CD domains,KS domains,CD+KS domains,Depth trend,Vegetation trend,Previous publication,classification
ANG_755,Gemmatimonadetes_ANG_755,custom,,,,,,Gemmatimonadetes,2352584.0,65.24,91.76,1.47,High,Rivendell,2015.0,Douglas fir,15con2h1_8,200.0,1.0,1.0,0.0,0.0,0.0,deep,neither,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__20CM-2-65-7;s__
ANG_754,Gemmatimonadetes_ANG_754,custom,,,,,,Gemmatimonadetes,2923326.0,69.79,92.31,2.75,High,Rivendell,2015.0,Douglas fir,15con2h1_4B,120.0,1.0,1.0,0.0,0.0,0.0,deep,grassland,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__AG41;s__
ANG_751,Gemmatimonadetes_ANG_751,custom,,,,,,Gemmatimonadetes,3356948.0,65.9,92.49,2.2,High,Angelo,2014.0,Meadow grassland,14_1009_13_30cm,30.0,1.0,1.0,0.0,0.0,0.0,deep,neither,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__20CM-2-65-7;s__20CM-2-65-7 sp003220955
ANG_744,Gemmatimonadetes_ANG_744,custom,,,,,,Gemmatimonadetes,2777762.0,69.97,93.01,4.95,High,Angelo,2014.0,Meadow grassland,14_0927_12_20cm,20.0,1.0,1.0,0.0,0.0,0.0,neither,tree,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__AG29;s__
ANG_762,Gemmatimonadetes_ANG_762,custom,,,,,,Gemmatimonadetes,3432420.0,66.49,93.41,1.2,High,Sagehorn,2016.0,Hilly grassland,Sage1_R_60_16,60.0,1.0,1.0,0.0,0.0,0.0,shallow,grassland,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__20CM-2-65-7;s__
AG4,Gemmatimonadetes_AG4,custom,,,,,,Gemmatimonadetes,2825227.0,69.02,93.71,1.1,High,Angelo,2014.0,Meadow grassland,14_0929_02_40cm,40.0,2.0,1.0,0.0,0.0,0.0,deep,tree,"Crits-Christoph et al., 2018; Diamond et al., 2019",d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__AG25;s__AG25 sp003221005
ANG_760,Gemmatimonadetes_ANG_760,custom,,,,,,Gemmatimonadetes,2844305.0,69.85,94.51,4.95,High,Sagehorn,2016.0,Hilly grassland,Sage1_R_100_16,100.0,1.0,1.0,0.0,0.0,0.0,deep,grassland,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__40CM-2-70-7;s__
ANG_766,Gemmatimonadetes_ANG_766,custom,,,,,,Gemmatimonadetes,3387152.0,69.0,95.6,2.3,High,Sagehorn,2016.0,Garry oak,Sage2_L_80_16,80.0,1.0,1.0,0.0,0.0,0.0,deep,tree,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__
ANG_768,Gemmatimonadetes_ANG_768,custom,,,,,,Gemmatimonadetes,3525725.0,68.12,96.0,1.1,High,Sagehorn,2016.0,Garry oak,Sage2_R_80_16,80.0,1.0,1.0,0.0,0.0,0.0,neither,tree,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__
ANG_742,Gemmatimonadetes_ANG_742,custom,,,,,,Gemmatimonadetes,3100731.0,65.02,96.27,3.3,High,Angelo,2014.0,Meadow grassland,14_0903_05_40cm,40.0,1.0,1.0,0.0,0.0,0.0,deep,tree,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__20CM-2-65-7;s__20CM-2-65-7 sp001915025
ANG_753,Gemmatimonadetes_ANG_753,custom,,,,,,Gemmatimonadetes,4070223.0,68.82,96.52,2.4,High,Angelo,2014.0,Meadow grassland,14_1009_13_40cm,40.0,1.0,1.0,0.0,0.0,0.0,neither,neither,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__AG12;s__AG12 sp003222235
ANG_743,Gemmatimonadetes_ANG_743,custom,,,,,,Gemmatimonadetes,3284074.0,66.52,96.55,3.36,High,Angelo,2014.0,Meadow grassland,14_0903_13_40cm,40.0,1.0,1.0,0.0,0.0,0.0,deep,tree,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__20CM-2-65-7;s__20CM-2-65-7 sp003221825
ANG_767,Gemmatimonadetes_ANG_767,custom,,,,,,Gemmatimonadetes,3215666.0,69.75,96.64,2.85,High,Sagehorn,2016.0,Garry oak,Sage2_R_60_16,60.0,1.0,1.0,0.0,0.0,0.0,deep,tree,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__AG41;s__AG41 sp003220975
ANG_761,Gemmatimonadetes_ANG_761,custom,,,,,,Gemmatimonadetes,3052677.0,69.84,96.7,1.1,High,Sagehorn,2016.0,Hilly grassland,Sage1_R_40_16,40.0,1.0,1.0,0.0,0.0,0.0,deep,neither,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__AG41;s__
AG17,Gemmatimonadetes_AG17,custom,,,,,,Gemmatimonadetes,3612243.0,69.18,97.7,1.1,High,Angelo,2014.0,Meadow grassland,14_1009_16_40cm,40.0,1.0,1.0,0.0,0.0,0.0,deep,neither,"Crits-Christoph et al., 2018; Diamond et al., 2019",d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__13-1-40CM-70-15;s__13-1-40CM-70-15 sp003223415
ANG_763,Gemmatimonadetes_ANG_763,custom,,,,,,Gemmatimonadetes,3210710.0,61.39,97.8,2.2,High,Sagehorn,2016.0,Hilly grassland,Sage1_R_80_16,80.0,1.0,1.0,0.0,0.0,0.0,neither,grassland,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__UBA4720;s__
AG14,Gemmatimonadetes_AG14,custom,,,,,,Gemmatimonadetes,3513433.0,65.73,98.35,2.2,High,Angelo,2014.0,Meadow grassland,14_0929_12_30cm,30.0,1.0,1.0,0.0,0.0,0.0,neither,neither,"Crits-Christoph et al., 2018; Diamond et al., 2019",d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__20CM-2-65-7;s__20CM-2-65-7 sp003222195
AG16,Gemmatimonadetes_AG16,custom,,,,,,Gemmatimonadetes,3426061.0,65.87,98.35,1.2,High,Angelo,2014.0,Meadow grassland,14_0903_16_40cm,40.0,1.0,1.0,0.0,0.0,0.0,neither,tree,"Crits-Christoph et al., 2018; Diamond et al., 2019",d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__20CM-2-65-7;s__20CM-2-65-7 sp003223395
ANG_662,Latescibacteria_ANG_662,custom,,,,,,Latescibacteria,2698428.0,66.94,97.8,1.3,High,Angelo,2014.0,Meadow grassland,14_1009_16_30cm,30.0,2.0,1.0,0.0,0.0,0.0,shallow,tree,,d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__SZUA-252;f__SZUA-252;g__WS-7;s__WS-7 sp005893165
ANG_783,Latescibacteria_ANG_783,custom,,,,,,Latescibacteria,2796552.0,65.3,98.6,0.1,High,Angelo,2014.0,Meadow grassland,14_0903_13_30cm,30.0,1.0,1.0,0.0,0.0,0.0,neither,tree,,d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__SZUA-252;f__SZUA-252;g__WS-7;s__WS-7 sp005893265
ANG_597,Acidobacteria_ANG_597,custom,,,,,,Acidobacteria,3287783.0,65.74,92.12,3.85,High,Sagehorn,2016.0,Hilly grassland,Sage1_R_60_16,60.0,2.0,0.0,0.0,0.0,0.0,deep,grassland,,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__Gp7-AA6;g__;s__
ANG_811,Acidobacteria_ANG_811,custom,,,,,,Acidobacteria,2678942.0,66.83,93.39,4.56,High,Sagehorn,2016.0,Hilly grassland,Sage1_R_113_16,115.0,0.0,0.0,0.0,0.0,0.0,neither,grassland,,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__Gp7-AA6;g__Gp7-AA6;s__
gp7_AA6,Acidobacteria_gp7_AA6,custom,,,,,,Acidobacteria,3678706.0,66.7,95.66,3.42,High,Angelo,2014.0,Meadow grassland,14_1009_16_30cm,30.0,0.0,0.0,0.0,0.0,0.0,neither,neither,"Crits-Christoph et al., 2018; Diamond et al., 2019",d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__Gp7-AA6;g__Gp7-AA6;s__Gp7-AA6 sp003222385
ANG_812,Acidobacteria_ANG_812,custom,,,,,,Acidobacteria,3368405.0,66.67,98.29,0.85,High,Sagehorn,2016.0,Hilly grassland,Sage1_R_60_16,60.0,0.0,0.0,0.0,0.0,0.0,deep,grassland,,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__Gp7-AA6;g__Gp7-AA6;s__
10192_68_11,14_1009_16_40cm_Bacteria_10192_68_11,custom,,,,,,Actinobacteria,2846875.0,68.71,90.93,0.43,High,Angelo,2014.0,Meadow grassland,14_1009_16_40cm,40.0,1.0,0.0,0.0,0.0,0.0,deep,neither,"Diamond et al., 2019",d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__UBA4738;g__AC-55;s__AC-55 sp005888465
ANG_816,Actinobacteria_ANG_816,custom,,,,,,Actinobacteria,2777395.0,70.42,91.81,0.0,High,Sagehorn,2016.0,Hilly grassland,Sage1_L_100_16,100.0,0.0,0.0,0.0,0.0,0.0,neither,grassland,,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__;s__
ANG_820,Actinobacteria_ANG_820,custom,,,,,,Actinobacteria,2882767.0,68.06,92.31,2.56,High,Sagehorn,2016.0,Hilly grassland,Sage1_R_100_16,100.0,0.0,0.0,0.0,0.0,0.0,neither,grassland,,d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__HRBIN12;g__AC-69;s__
9637_68_8,14_1009_16_30cm_Actinobacteria_9637_68_8,custom,,,,,,Actinobacteria,2727420.0,68.34,92.53,0.86,High,Angelo,2014.0,Meadow grassland,14_1009_16_30cm,30.0,0.0,0.0,0.0,0.0,0.0,neither,grassland,"Diamond et al., 2019",d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__GMQP-bins7;s__GMQP-bins7 sp005888365
10591_68_7,14_0903_09_30cm_Actinobacteria_10591_68_7,custom,,,,,,Actinobacteria,2616224.0,68.02,92.67,1.72,High,Angelo,2014.0,Meadow grassland,14_0903_09_30cm,30.0,0.0,0.0,0.0,0.0,0.0,neither,grassland,"Diamond et al., 2019",d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VAYN01;s__VAYN01 sp005885405
ANG_819,Actinobacteria_ANG_819,custom,,,,,,Actinobacteria,2342405.0,69.38,92.96,1.03,High,Sagehorn,2016.0,Hilly grassland,Sage1_R_100_16,100.0,0.0,0.0,0.0,0.0,0.0,neither,grassland,,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__AC-56;s__
10539_68_8,14_1009_05_40cm_Actinobacteria_10539_68_8,custom,,,,,,Actinobacteria,2588849.0,68.48,93.92,1.71,High,Angelo,2014.0,Meadow grassland,14_1009_05_40cm,40.0,0.0,0.0,0.0,0.0,0.0,neither,grassland,"Diamond et al., 2019",d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__HRBIN12;g__AC-51;s__AC-51 sp005885035
894_72_7,14_0903_12_20cm_Actinobacteria_894_72_7,custom,,,,,,Actinobacteria,3795778.0,71.61,95.77,2.52,High,Angelo,2014.0,Meadow grassland,14_0903_12_20cm,20.0,0.0,0.0,0.0,0.0,0.0,neither,neither,"Diamond et al., 2019",d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__AC-35;g__AC-35;s__AC-35 sp005884125
9696_69_13,14_1009_16_30cm_Actinobacteria_9696_69_13,custom,,,,,,Actinobacteria,2736775.0,68.53,96.2,2.05,High,Angelo,2014.0,Meadow grassland,14_1009_16_30cm,30.0,0.0,0.0,0.0,0.0,0.0,neither,neither,"Diamond et al., 2019",d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__HRBIN12;g__AC-51;s__AC-51 sp005884925
ANG_694,Actinobacteria_ANG_694,custom,,,,,,Actinobacteria,3219213.0,69.76,97.17,2.56,High,Sagehorn,2016.0,Hilly grassland,Sage1_R_60_16,60.0,1.0,0.0,0.0,0.0,0.0,deep,grassland,,d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__UBA4738;g__;s__
10062_65_9,14_1009_16_40cm_Armatimonadetes_10062_65_9,custom,,,,,,Armatimonadetes,2976319.0,64.8,90.43,3.89,High,Angelo,2014.0,Meadow grassland,14_1009_16_40cm,40.0,0.0,0.0,0.0,0.0,0.0,deep,neither,"Diamond et al., 2019",d__Bacteria;p__CSP1-3;c__CSP1-3;o__CSP1-3;f__13-1-40CM-64-14;g__NP-4;s__NP-4 sp005882335
ANG_641,Anaeromyxobacter_ANG_641,custom,,,,,,Deltaproteobacteria,4783109.0,72.86,98.06,0.69,High,Sagehorn,2016.0,Garry oak,Sage2_L_80_16,80.0,2.0,0.0,0.0,0.0,0.0,neither,neither,,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter;s__
6541_66_9,14_0927_12_40cm_Bacteria_6541_66_9,custom,,,,,,Dormibacteraeota,3125523.0,65.5,90.74,3.7,High,Angelo,2014.0,Meadow grassland,14_0927_12_40cm,40.0,0.0,0.0,0.0,0.0,0.0,neither,tree,"Diamond et al., 2019",d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__UBA10449;s__UBA10449 sp005879945
ANG_841,Dormibacteraeota_ANG_841,custom,,,,,,Dormibacteraeota,3090659.0,65.78,92.51,1.65,High,Angelo,2014.0,Meadow grassland,14_1009_13_30cm,30.0,0.0,0.0,0.0,0.0,0.0,neither,tree,,d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__40CM-4-65-16;s__40CM-4-65-16 sp005887735
ANG_708,Dormibacteraeota_ANG_708,custom,,,,,,Dormibacteraeota,3250722.0,66.16,92.59,4.92,High,Rivendell,2015.0,Douglas fir,15con2h2_4A,120.0,1.0,0.0,0.0,0.0,0.0,deep,neither,,d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__UBA10449;s__
6334_66_10,14_0927_12_20cm_Bacteria_6334_66_10,custom,,,,,,Dormibacteraeota,3351093.0,65.94,92.85,4.17,High,Angelo,2014.0,Meadow grassland,14_0927_12_20cm,20.0,0.0,0.0,0.0,0.0,0.0,shallow,neither,"Diamond et al., 2019",d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__UBA10449;s__UBA10449 sp005880315
ANG_829,Dormibacteraeota_ANG_829,custom,,,,,,Dormibacteraeota,3386612.0,65.81,93.06,3.24,High,Angelo,2014.0,Meadow grassland,14_0927_12_40cm,40.0,0.0,0.0,0.0,0.0,0.0,neither,tree,,d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__UBA10449;s__UBA10449 sp005880855
7530_66_8,14_0929_12_40cm_Bacteria_7530_66_8,custom,,,,,,Dormibacteraeota,2910773.0,65.62,93.52,3.24,High,Angelo,2014.0,Meadow grassland,14_0929_12_40cm,40.0,0.0,0.0,0.0,0.0,0.0,neither,neither,"Diamond et al., 2019",d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__UBA10449;s__UBA10449 sp001917895
ANG_849,Dormibacteraeota_ANG_849,custom,,,,,,Dormibacteraeota,2957891.0,66.17,94.44,3.24,High,Sagehorn,2016.0,Garry oak,Sage2_L_100_16,100.0,0.0,0.0,0.0,0.0,0.0,deep,grassland,,d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__;s__
9648_71_13,14_1009_16_30cm_RIF_CHLX_9648_71_13,custom,,,,,,Dormibacteraeota,3228576.0,70.8,94.91,2.78,High,Angelo,2014.0,Meadow grassland,14_1009_16_30cm,30.0,0.0,0.0,0.0,0.0,0.0,neither,neither,"Diamond et al., 2019",d__Bacteria;p__Chloroflexota;c__Ellin6529;o__CSP1-4;f__CSP1-4;g__CF-46;s__CF-46 sp005882635
ANG_828,Dormibacteraeota_ANG_828,custom,,,,,,Dormibacteraeota,3118141.0,65.47,96.08,3.7,High,Angelo,2014.0,Meadow grassland,14_0927_12_20cm,20.0,0.0,0.0,0.0,0.0,0.0,neither,neither,,d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__UBA10449;s__
ANG_834,Dormibacteraeota_ANG_834,custom,,,,,,Dormibacteraeota,3165940.0,65.56,96.3,0.93,High,Angelo,2014.0,Meadow grassland,14_1009_05_30cm,30.0,0.0,0.0,0.0,0.0,0.0,shallow,neither,,d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__40CM-4-65-16;s__40CM-4-65-16 sp005881275
ANG_840,Dormibacteraeota_ANG_840,custom,,,,,,Dormibacteraeota,3187206.0,65.75,96.3,3.09,High,Angelo,2014.0,Meadow grassland,14_1009_12_30cm,30.0,0.0,0.0,0.0,0.0,0.0,neither,tree,,d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__40CM-4-65-16;s__40CM-4-65-16 sp005880795
ANG_707,Dormibacteraeota_ANG_707,custom,,,,,,Dormibacteraeota,3150826.0,66.1,96.76,2.48,High,Rivendell,2015.0,Douglas fir,15con2h1_8,200.0,1.0,0.0,0.0,0.0,0.0,deep,neither,,d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__40CM-4-65-16;s__
6329_70_21,14_0927_12_20cm_Bacteria_6329_70_21,custom,,,,,,Dormibacteraeota,3301565.0,70.24,97.69,0.0,High,Angelo,2014.0,Meadow grassland,14_0927_12_20cm,20.0,0.0,0.0,0.0,0.0,0.0,neither,grassland,"Diamond et al., 2019",d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__UBA8260;f__UBA8260;g__CF-134;s__CF-134 sp005880985
ANG_848,Dormibacteraeota_ANG_848,custom,,,,,,Dormibacteraeota,2963909.0,67.5,97.69,0.93,High,Sagehorn,2016.0,Hilly grassland,Sage1_R_80_16,80.0,0.0,0.0,0.0,0.0,0.0,neither,grassland,,d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__40CM-4-65-16;s__
8691_66_10,14_1009_12_40cm_Bacteria_8691_66_10,custom,,,,,,Dormibacteraeota,3161708.0,66.12,98.06,3.7,High,Angelo,2014.0,Meadow grassland,14_1009_12_40cm,40.0,0.0,0.0,0.0,0.0,0.0,neither,neither,"Diamond et al., 2019",d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__40CM-4-65-16;s__40CM-4-65-16 sp005887685
ANG_853,Dormibacteraeota_ANG_853,custom,,,,,,Dormibacteraeota,3398663.0,65.66,98.15,4.63,High,Sagehorn,2016.0,Garry oak,Sage2_L_80_16,80.0,0.0,0.0,0.0,0.0,0.0,deep,tree,,d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__40CM-4-65-16;s__
ANG_777,Gemmatimonadetes_ANG_777,custom,,,,,,Gemmatimonadetes,2885534.0,69.66,90.71,2.2,High,Angelo,2014.0,Meadow grassland,14_1009_16_30cm,30.0,1.0,0.0,0.0,0.0,0.0,neither,grassland,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__40CM-2-70-7;s__
ANG_655,Gemmatimonadetes_ANG_655,custom,,,,,,Gemmatimonadetes,4033094.0,69.06,91.21,2.2,High,Angelo,2014.0,Meadow grassland,14_0927_05_20cm,20.0,2.0,0.0,0.0,0.0,0.0,neither,grassland,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__20CM-4-69-16;s__
ANG_911,Gemmatimonadetes_ANG_911,custom,,,,,,Gemmatimonadetes,3348220.0,70.41,91.21,2.2,High,Sagehorn,2016.0,Hilly grassland,Sage1_L_100_16,100.0,0.0,0.0,0.0,0.0,0.0,neither,grassland,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__20CM-4-69-16;s__
ANG_915,Gemmatimonadetes_ANG_915,custom,,,,,,Gemmatimonadetes,3209968.0,65.79,94.61,2.2,High,Sagehorn,2016.0,Hilly grassland,Sage1_R_20_16,20.0,0.0,0.0,0.0,0.0,0.0,shallow,grassland,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__20CM-2-65-7;s__20CM-2-65-7 sp003220985
ANG_898,Gemmatimonadetes_ANG_898,custom,,,,,,Gemmatimonadetes,3087547.0,69.58,95.18,2.2,High,Angelo,2014.0,Meadow grassland,14_0929_02_30cm,30.0,0.0,0.0,0.0,0.0,0.0,deep,grassland,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__40CM-2-70-7;s__40CM-2-70-7 sp003222205
ANG_916,Gemmatimonadetes_ANG_916,custom,,,,,,Gemmatimonadetes,2691472.0,66.39,95.6,2.2,High,Sagehorn,2016.0,Hilly grassland,Sage1_R_40_16,40.0,0.0,0.0,0.0,0.0,0.0,neither,grassland,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__20CM-2-65-7;s__
ANG_891,Gemmatimonadetes_ANG_891,custom,,,,,,Gemmatimonadetes,3412939.0,65.8,96.15,2.2,High,Angelo,2014.0,Meadow grassland,14_0903_02_30cm,30.0,0.0,0.0,0.0,0.0,0.0,shallow,neither,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__20CM-2-65-7;s__20CM-2-65-7 sp003220985
ANG_907,Gemmatimonadetes_ANG_907,custom,,,,,,Gemmatimonadetes,2981465.0,65.69,96.3,2.2,High,Angelo,2014.0,Meadow grassland,14_1009_16_40cm,40.0,0.0,0.0,0.0,0.0,0.0,deep,neither,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__20CM-2-65-7;s__
ANG_920,Gemmatimonadetes_ANG_920,custom,,,,,,Gemmatimonadetes,3433513.0,65.94,96.3,3.85,High,Sagehorn,2016.0,Garry oak,Sage2_L_20_16,20.0,0.0,0.0,0.0,0.0,0.0,shallow,neither,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__20CM-2-65-7;s__20CM-2-65-7 sp003220985
ANG_780,Gemmatimonadetes_ANG_780,custom,,,,,,Gemmatimonadetes,3114765.0,69.64,96.7,2.85,High,Sagehorn,2016.0,Hilly grassland,Sage1_R_113_16,115.0,1.0,0.0,0.0,0.0,0.0,neither,grassland,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__
ANG_923,Gemmatimonadetes_ANG_923,custom,,,,,,Gemmatimonadetes,3281287.0,64.7,96.7,1.4,High,Sagehorn,2016.0,Garry oak,Sage2_R_40_16,40.0,0.0,0.0,0.0,0.0,0.0,deep,neither,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__20CM-2-65-7;s__
ANG_918,Gemmatimonadetes_ANG_918,custom,,,,,,Gemmatimonadetes,3541529.0,66.16,97.25,1.1,High,Sagehorn,2016.0,Hilly grassland,Sage1_R_60_16,60.0,0.0,0.0,0.0,0.0,0.0,neither,grassland,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__20CM-2-65-7;s__
ANG_908,Gemmatimonadetes_ANG_908,custom,,,,,,Gemmatimonadetes,3046750.0,66.41,97.8,2.2,High,Angelo,2014.0,Meadow grassland,14_1009_16_40cm,40.0,0.0,0.0,0.0,0.0,0.0,neither,neither,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__20CM-2-65-7;s__20CM-2-65-7 sp003221985
AG38,Gemmatimonadetes_AG38,custom,,,,,,Gemmatimonadetes,3378283.0,65.7,98.25,2.2,High,Angelo,2014.0,Meadow grassland,14_0903_02_30cm,30.0,0.0,0.0,0.0,0.0,0.0,neither,neither,"Crits-Christoph et al., 2018; Diamond et al., 2019",d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__20CM-2-65-7;s__20CM-2-65-7 sp003221035
