genome_id,source,organism,genus,species,strain,closest_placement_reference,Genome,Phylum,# of Contigs,Length (bp),CheckM Completeness %,CheckM Contamination %,ncbi_mapping,Level,WGS,BioSample,Isolate,Taxonomy,bgcflow_project_name,Assigned Taxonomy,created_on,attributes,name,material,location,viewable,sequences,library,feature,basepairs,sequencing_method,country,sample,sequence_type,biome,coordinates,contig count,Genome size (bp),ctg_N50,ctg_L50,ctg_N90,ctg_L90,ctg_max,gc_avg,gc_std,CDS,Completeness (%),Contamination (%),Relative abundance (%),5S-full,5S-partial,16S-full,16S-partial,23S-full,23S-partial,Circular,Taxa (GTDB),original_genome_id,%GC,CheckM completeness,CheckM contamination,MAG draft quality,Site,Year,Environment,Sample,Depth (cm),BGCs,BGCs (in >10kb contigs),CD domains,KS domains,CD+KS domains,Depth trend,Vegetation trend,Previous publication,Chrs
bin3c.101,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes;o__Clostridiales;f__Clostridiales-undef;g__Intestinimonas;s__Intestinimonas_butyriciproducens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.85,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes;o__;f__;g__;s__,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.8,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium_sp._CAG:510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.162,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes;o__Firmicutes-undef;f__Firmicutes-undef;g__Firmicutes-undef;s__Firmicutes_bacterium_CAG:83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.463,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium_sp._AM42-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.75,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes;o__Firmicutes-undef;f__Firmicutes-undef;g__Firmicutes-undef;s__Firmicutes_bacterium_CAG:110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.137,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes;o__Firmicutes-undef;f__Firmicutes-undef;g__Firmicutes-undef;s__Firmicutes_bacterium_CAG:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.165,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Bacteroidetes;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp._CAG:709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.212,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes;o__Clostridiales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_sp._PC13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.13,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Proteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio_sp._6_1_46AFAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.86,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes;o__Clostridiales;f__Clostridiales-undef;g__Clostridiales-undef;s__Clostridiales_bacterium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.77,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes;o__Firmicutes-undef;f__Firmicutes-undef;g__Firmicutes-undef;s__Firmicutes_bacterium_CAG:124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.51,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__Lachnoclostridium_sp._An131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.45,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes;o__Clostridiales;f__Clostridiales-undef;g__Clostridiales-undef;s__Clostridiales_bacterium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.191,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes;o__Firmicutes-undef;f__Firmicutes-undef;g__Firmicutes-undef;s__Firmicutes_bacterium_CAG:83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.414,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Solobacterium;s__Solobacterium_moorei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.34,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes;o__Firmicutes-undef;f__Firmicutes-undef;g__Firmicutes-undef;s__Firmicutes_bacterium_CAG:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.377,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes;o__Firmicutes-undef;f__Firmicutes-undef;g__Firmicutes-undef;s__Firmicutes_bacterium_CAG:114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.595,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium_sp._CAG:798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.130,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes;o__Firmicutes-undef;f__Firmicutes-undef;g__Firmicutes-undef;s__Firmicutes_bacterium_CAG:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.117,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes;o__Firmicutes-undef;f__Firmicutes-undef;g__Firmicutes-undef;s__Firmicutes_bacterium_CAG:555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.263,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes;o__Firmicutes-undef;f__Firmicutes-undef;g__Firmicutes-undef;s__Firmicutes_bacterium_CAG:272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.48,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Bacteroidetes;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_sp._CAG:268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.255,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium_sp._CAG:1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.526,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes;o__Clostridiales;f__;g__;s__,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.14,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium_nexile_CAG:348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.60,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes;o__Firmicutes-undef;f__Firmicutes-undef;g__Firmicutes-undef;s__Firmicutes_bacterium_CAG:272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.87,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes;o__Firmicutes-undef;f__Firmicutes-undef;g__Firmicutes-undef;s__Firmicutes_bacterium_CAG:110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.83,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Bacteroidetes;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.390,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_sp._CAG:180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.177,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.58,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes;o__Firmicutes-undef;f__Firmicutes-undef;g__Firmicutes-undef;s__Firmicutes_bacterium_CAG:272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.111,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania;s__Holdemania sp900120005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.634,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826;g__RUG131;s__RUG131 sp900315885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.622,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-460;s__CAG-460 sp000437315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.651,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-533;s__CAG-533 sp000434495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.596,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-533;s__CAG-533 sp900553855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.565,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-1000;s__CAG-1000 sp004552445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.459,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-1000;s__CAG-1000 sp900556025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.502,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp900313295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.400,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp004555205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.94,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor sp900549795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.194,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__Intestinimonas massiliensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.53,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp002404795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.198,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp900553545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.353,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp003516765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.446,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__UBA1777 sp003150355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.270,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__UBA1777 sp002320035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.251,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__UBA1777 sp004560305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.327,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA11512;s__UBA11512 sp003522145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.197,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-272;s__CAG-272 sp900556615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.406,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UBA1206;s__UBA1206 sp000433115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.309,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea sp000433535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.151,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea scindens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.47750,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UBA1242;g__UMGS687;s__UMGS687 sp900545735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.61,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__OEMS01;s__OEMS01 sp900199405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.472,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Christensenellaceae;g__QANA01;s__QANA01 sp003149735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.364,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp000434475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.467,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus fermentans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.223,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Parasutterella;s__Parasutterella sp900552195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.510,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAG-495;s__CAG-495 sp000432275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.508,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAG-495;s__CAG-495 sp001917125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.160,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp900556755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.65,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila wadsworthia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.133,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000436915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.227,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella ruminicola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.120,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900319305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.369,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900315545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.280,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotellamassilia;s__Prevotellamassilia sp004552155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.128,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA4372;s__UBA4372 sp900543815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.46,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.17,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.71,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp002493165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.226,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp900550395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.365,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp900545955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.157,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Paramuribaculum;s__Paramuribaculum sp900551515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.217,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;s__CAG-485 sp000437495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.35,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.26,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas virosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.139,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter splanchnicus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.159,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp900316045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.88,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes senegalensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bin3c.66,custom,,,,,,,,,,,,,,,,,,Bickhart_et_al,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
